original_name,gbif_id,gbif_accepted_id,gbif_accepted_name,kingdom,genus,species,gbif_key,family,family_id
Maerua oblongifolia,7273267,,Maerua oblongifolia (Forssk.) A.Rich.,Plantae,Maerua,Maerua oblongifolia,7273267,Capparaceae,275
Sarcomelicope follicularis,3831847,,Sarcomelicope follicularis T.G.Hartley,Plantae,Sarcomelicope,Sarcomelicope follicularis,3831847,Rutaceae,257
Streptocarpus dunnii,8269257,,Streptocarpus dunnii Mast.,Plantae,Streptocarpus,Streptocarpus dunnii,8269257,Gesneriaceae,395
Trichocline reptans,3126005,,Trichocline reptans (Wedd.) B.L.Rob.,Plantae,Trichocline,Trichocline reptans,3126005,Asteraceae,423
Typhonium flagelliforme,2869538,,Typhonium flagelliforme (G.Lodd.) Blume,Plantae,Typhonium,Typhonium flagelliforme,2869538,Araceae,32
Virola pavonis,3744236,,Virola pavonis (A.DC.) A.C.Sm.,Plantae,Virola,Virola pavonis,3744236,Myristicaceae,19
Yucca filifera,2775707,,Yucca filifera Chabaud,Plantae,Yucca,Yucca filifera,2775707,Asparagaceae,64
Chloranthus glaber,3750596,7339076.0,Chloranthus glaber (Thunb.) Makino,Plantae,Sarcandra,Sarcandra glabra,7339076,Chloranthaceae,28
Dendrobium aphyllum,5316701,,Dendrobium aphyllum (Roxb.) C.E.C.Fisch.,Plantae,Dendrobium,Dendrobium aphyllum,5316701,Orchidaceae,75
Myrospermum frutescens,2976681,,Myrospermum frutescens Jacq.,Plantae,Myrospermum,Myrospermum frutescens,2976681,Fabaceae,193
Santolina elegans,3125943,,Santolina elegans Boiss. ex DC.,Plantae,Santolina,Santolina elegans,3125943,Asteraceae,423
Aeschynanthus parvifolius,3825025,,Aeschynanthus parvifolius R.Br.,Plantae,Aeschynanthus,Aeschynanthus parvifolius,3825025,Gesneriaceae,395
Alpinia pulcherrima,5302049,,Alpinia pulcherrima Ridl.,Plantae,Alpinia,Alpinia pulcherrima,5302049,Zingiberaceae,93
Boronia alata,3834352,,Boronia alata Sm.,Plantae,Boronia,Boronia alata,3834352,Rutaceae,257
Cyperus capitatus,2714938,,Cyperus capitatus Vand.,Plantae,Cyperus,Cyperus capitatus,2714938,Cyperaceae,95
Delphinium tricorne,3033781,,Delphinium tricorne Michx.,Plantae,Delphinium,Delphinium tricorne,3033781,Ranunculaceae,118
Eria siamensis,2815525,10673641.0,Eria siamensis Schltr.,Plantae,Cryptochilus,Cryptochilus siamensis,10673641,Orchidaceae,75
Haemanthus albiflos,2855156,,Haemanthus albiflos Jacq.,Plantae,Haemanthus,Haemanthus albiflos,2855156,Amaryllidaceae,63
Helleborus viridis,3033108,,Helleborus viridis L.,Plantae,Helleborus,Helleborus viridis,3033108,Ranunculaceae,118
Hordeum bulbosum,2706067,,Hordeum bulbosum L.,Plantae,Hordeum,Hordeum bulbosum,2706067,Poaceae,102
Iris sibirica,5298126,,Iris sibirica L.,Plantae,Iris,Iris sibirica,5298126,Iridaceae,72
Isolona pilosa,3158254,,Isolona pilosa Diels,Plantae,Isolona,Isolona pilosa,3158254,Annonaceae,15
Litsea nitida,4182073,,Litsea nitida (Roxb.) Hook.fil.,Plantae,Litsea,Litsea nitida,4182073,Lauraceae,25
Lobelia langeana,5408841,,Lobelia langeana Dusén,Plantae,Lobelia,Lobelia langeana,5408841,Campanulaceae,426
Magnolia henryi,3153399,,Magnolia henryi Dunn,Plantae,Magnolia,Magnolia henryi,3153399,Magnoliaceae,20
Micromelum falcatum,3837660,,Micromelum falcatum (Lour.) Yu.Tanaka,Plantae,Micromelum,Micromelum falcatum,3837660,Rutaceae,257
Peltophorum dubium,2952798,,Peltophorum dubium (Spreng.) Taub.,Plantae,Peltophorum,Peltophorum dubium,2952798,Fabaceae,193
Prunus pseudocerasus,3021437,,Prunus pseudocerasus Lindl.,Plantae,Prunus,Prunus pseudocerasus,3021437,Rosaceae,204
Pycnothymus rigidus,2927336,2927334.0,Pycnothymus rigidus (W.Bartram ex Benth.) Small,Plantae,Piloblephis,Piloblephis rigida,2927334,Lamiaceae,396
Salvia miniata,3895760,,Salvia miniata Fernald,Plantae,Salvia,Salvia miniata,3895760,Lamiaceae,396
Vernonia aurea,5393171,3099867.0,Vernonia aurea Mart. ex DC.,Plantae,Lepidaploa,Lepidaploa aurea,3099867,Asteraceae,423
Echium horridum,4058830,,Echium horridum Batt.,Plantae,Echium,Echium horridum,4058830,Boraginaceae,382
Echium rauwolfii,4067965,,Echium rauwolfii Delile,Plantae,Echium,Echium rauwolfii,4067965,Boraginaceae,382
Echium setosum,2925888,,Echium L.,Plantae,Echium,spp.,2925888,Boraginaceae,382
Pulmonaria obscura,5439925,,Pulmonaria obscura Dumort.,Plantae,Pulmonaria,Pulmonaria obscura,5439925,Boraginaceae,382
Pogostemon sp.,2926671,,Pogostemon Desf.,Plantae,Pogostemon,spp.,2926671,Lamiaceae,396
Valeriana celtica,7298940,,Valeriana celtica L.,Plantae,Valeriana,Valeriana celtica,7298940,Caprifoliaceae,438
Valeriana phu,8201823,,Valeriana phu L.,Plantae,Valeriana,Valeriana phu,8201823,Caprifoliaceae,438
Artemisia persica,3120904,,Artemisia persica Boiss.,Plantae,Artemisia,Artemisia persica,3120904,Asteraceae,423
Canthium berberidifolium,2917560,,Canthium berberidifolium E.T.Geddes,Plantae,Canthium,Canthium berberidifolium,2917560,Rubiaceae,381
Glochidion ferdinandii,7276088,,Glochidion ferdinandi (Müll.Arg.) F.M.Bailey,Plantae,Glochidion,Glochidion ferdinandi,7276088,Phyllanthaceae,181
Zhumeria majdae,3899642,10861759.0,Zhumeria majdae Rech.f. & Wendelbo,Plantae,Salvia,Salvia majdae,10861759,Lamiaceae,396
Brickelliastrum fendleri,3144084,,Brickelliastrum fendleri (A.Gray) R.M.King & H.Rob.,Plantae,Brickelliastrum,Brickelliastrum fendleri,3144084,Asteraceae,423
Bulbophyllum gymnopus,2844912,,Bulbophyllum gymnopus Hook.f.,Plantae,Bulbophyllum,Bulbophyllum gymnopus,2844912,Orchidaceae,75
Citrus hanaju,4937013,,Citrus hanaju Siebold ex Shirai,Plantae,Citrus,Citrus hanaju,4937013,Rutaceae,257
Damnacanthus indicus,2903461,,Damnacanthus indicus C.F.Gaertn.,Plantae,Damnacanthus,Damnacanthus indicus,2903461,Rubiaceae,381
Origanum akhdarense,3895349,,Origanum akhdarense Ietsw. & Boulos,Plantae,Origanum,Origanum akhdarense,3895349,Lamiaceae,396
Polemonium viscosum,2927854,,Polemonium viscosum Nutt.,Plantae,Polemonium,Polemonium viscosum,2927854,Polemoniaceae,361
Acacia ehrenbergiana,2980317,7971466.0,Acacia ehrenbergiana Hayne,Plantae,Vachellia,Vachellia flava,7971466,Fabaceae,193
Acer caudatifolium,3768561,,Acer caudatifolium Hayata,Plantae,Acer,Acer caudatifolium,3768561,Sapindaceae,258
Aconitum heterophyllum,7277241,,Aconitum heterophyllum Wall.,Plantae,Aconitum,Aconitum heterophyllum,7277241,Ranunculaceae,118
Adonis amurensis,7277921,,Adonis amurensis Regel & Radde,Plantae,Adonis,Adonis amurensis,7277921,Ranunculaceae,118
Adonis tianschanica,8159015,,Adonis tianschanica (Adolf) Lipsch. ex Bobrov,Plantae,Adonis,Adonis tianschanica,8159015,Ranunculaceae,118
Ageratina tomentella,5400450,,Ageratina tomentella (Schrad.) R.M.King & H.Rob.,Plantae,Ageratina,Ageratina tomentella,5400450,Asteraceae,423
Anethum sp.,3034645,,Anethum L.,Plantae,Anethum,spp.,3034645,Apiaceae,439
Angelica pachycarpa,5537578,,Angelica pachycarpa Lange,Plantae,Angelica,Angelica pachycarpa,5537578,Apiaceae,439
Anisopappus pinnatifidus,3105209,,Anisopappus pinnatifidus (Klatt) O.Hoffm. ex Hutch.,Plantae,Anisopappus,Anisopappus pinnatifidus,3105209,Asteraceae,423
Artemisia gilvescens,3121525,,Artemisia gilvescens Miq.,Plantae,Artemisia,Artemisia gilvescens,3121525,Asteraceae,423
Artemisia laciniata,3120923,,Artemisia laciniata Willd.,Plantae,Artemisia,Artemisia laciniata,3120923,Asteraceae,423
Artemisia scotina,3121456,,Artemisia scotina Nevski,Plantae,Artemisia,Artemisia scotina,3121456,Asteraceae,423
Asterolasia trymalioides,3834584,,Asterolasia trymalioides F.Muell.,Plantae,Asterolasia,Asterolasia trymalioides,3834584,Rutaceae,257
Astragalus sinicus,5345082,,Astragalus sinicus L.,Plantae,Astragalus,Astragalus sinicus,5345082,Fabaceae,193
Biebersteinia heterostemon,3827280,,Biebersteinia heterostemon Maxim.,Plantae,Biebersteinia,Biebersteinia heterostemon,3827280,Biebersteiniaceae,252
Breonadia salicina,2900926,,Breonadia salicina (Vahl) Hepper & J.R.I.Wood,Plantae,Breonadia,Breonadia salicina,2900926,Rubiaceae,381
Brosimum gaudichaudii,7262433,,Brosimum gaudichaudii Trécul,Plantae,Brosimum,Brosimum gaudichaudii,7262433,Moraceae,202
Caralluma stalagmifera,7312251,9366296.0,Caralluma stalagmifera C.E.C.Fisch.,Plantae,Ceropegia,Ceropegia stalagmifera,9366296,Apocynaceae,376
Centaurea scabiosa,8087525,,Centaurea scabiosa L.,Plantae,Centaurea,Centaurea scabiosa,8087525,Asteraceae,423
Chaptalia integerrima,3090309,,Chaptalia integerrima (Vell.) Burkhardt,Plantae,Chaptalia,Chaptalia integerrima,3090309,Asteraceae,423
Chrysanthemum leptophyllum,3130917,5399732.0,Chrysanthemum leptophyllum DC.,Plantae,Leucoptera,Leucoptera nodosa,5399732,Asteraceae,423
Clausena anisum-olens,3837173,,Clausena anisum-olens (Blanco) Merr.,Plantae,Clausena,Clausena anisum-olens,3837173,Rutaceae,257
Cnidium dahuricum,3638291,,Cnidium dahuricum (Jacq.) Turcz. ex Fisch. & C.A.Mey.,Plantae,Cnidium,Cnidium dahuricum,3638291,Apiaceae,439
Coronilla glauca,8014194,,"Coronilla glauca Asso ex Nyman, 1878",Plantae,Coronilla,Coronilla glauca,8014194,Fabaceae,193
Coronilla valentina,5348633,,Coronilla valentina L.,Plantae,Coronilla,Coronilla valentina,5348633,Fabaceae,193
Coronilla viminalis,5348646,,Coronilla viminalis Salisb.,Plantae,Coronilla,Coronilla viminalis,5348646,Fabaceae,193
Cruciata laevipes,5338920,,Cruciata laevipes Opiz,Plantae,Cruciata,Cruciata laevipes,5338920,Rubiaceae,381
Cruciata taurica,5338952,,Cruciata taurica (Pall. ex Willd.) Ehrend.,Plantae,Cruciata,Cruciata taurica,5338952,Rubiaceae,381
Cynoglossum formosanum,7295122,12217676.0,Cynoglossum formosanum Nakai,Plantae,Paracynoglossum,Paracynoglossum formosanum,12217676,Boraginaceae,382
Daiswa dunniana,2741867,5295889.0,Daiswa dunniana (H.Lév.) Takht.,Plantae,Paris,Paris dunniana,5295889,Melanthiaceae,58
Daphne bholua,7311442,,Daphne bholua Buch.-Ham. ex D.Don,Plantae,Daphne,Daphne bholua,7311442,Thymelaeaceae,270
Deutzia corymbosa,7538462,,Deutzia corymbosa R.Br. ex G.Don,Plantae,Deutzia,Deutzia corymbosa,7538462,Hydrangeaceae,345
Deutzia hookeriana,7318930,,Deutzia hookeriana (C.K.Schneid.) Airy Shaw,Plantae,Deutzia,Deutzia hookeriana,7318930,Hydrangeaceae,345
Dorstenia turbinata,3762799,9189516.0,Dorstenia turbinata Engl.,Plantae,Hijmania,Hijmania turbinata,9189516,Moraceae,202
Echium italicum,2925889,,Echium italicum L.,Plantae,Echium,Echium italicum,2925889,Boraginaceae,382
Euryops rupestris,5395060,,Euryops rupestris Schltr.,Plantae,Euryops,Euryops rupestris,5395060,Asteraceae,423
Ferula gigantea,3638510,,Ferula gigantea B.Fedtsch.,Plantae,Ferula,Ferula gigantea,3638510,Apiaceae,439
Ferula iliensis,3638185,,Ferula iliensis Krasn. ex Korovin,Plantae,Ferula,Ferula iliensis,3638185,Apiaceae,439
Ferula kirialovii,3637992,,Ferula kirialovii Pimenov,Plantae,Ferula,Ferula kirialovii,3637992,Apiaceae,439
Ferula persica,6026967,,Ferula persica Willd.,Plantae,Ferula,Ferula persica,6026967,Apiaceae,439
Ferula tadshikorum,3636313,,Ferula tadshikorum Pimenov,Plantae,Ferula,Ferula tadshikorum,3636313,Apiaceae,439
Gypothamnium pinifolium,3112187,,Gypothamnium pinifolium Phil.,Plantae,Gypothamnium,Gypothamnium pinifolium,3112187,Asteraceae,423
Haplophyllum patavinum,8078240,,Haplophyllum patavinum (L.) G.Don,Plantae,Haplophyllum,Haplophyllum patavinum,8078240,Rutaceae,257
Haplophyllum villosum,7268867,,Haplophyllum villosum (M.Bieb.) G.Don,Plantae,Haplophyllum,Haplophyllum villosum,7268867,Rutaceae,257
Harbouria trachypleura,3034869,,Harbouria trachypleura (A.Gray) J.M.Coult. & Rose,Plantae,Harbouria,Harbouria trachypleura,3034869,Apiaceae,439
Hydrangea vestita,2985983,,Hydrangea Gronov. ex L.,Plantae,Hydrangea,spp.,2985983,Hydrangeaceae,345
Hydrocotyle leucocephala,6026968,,Hydrocotyle leucocephala Cham. & Schltdl.,Plantae,Hydrocotyle,Hydrocotyle leucocephala,6026968,Araliaceae,441
Hymenocallis speciosa,2860247,,Hymenocallis speciosa (L.f. ex Salisb.) Salisb.,Plantae,Hymenocallis,Hymenocallis speciosa,2860247,Amaryllidaceae,63
Hypericum carinatum,3714286,,Hypericum carinatum Griseb.,Plantae,Hypericum,Hypericum carinatum,3714286,Hypericaceae,170
Impatiens siculifer,4193892,,Impatiens siculifer Hook.f.,Plantae,Impatiens,Impatiens siculifer,4193892,Balsaminaceae,350
Justicia pectoralis,3173087,7624130.0,Justicia pectoralis Jacq.,Plantae,Dianthera,Dianthera pectoralis,7624130,Acanthaceae,390
Laetia corymbulosa,7274204,10710471.0,Laetia corymbulosa Spruce ex Benth.,Plantae,Casearia,Casearia corymbulosa,10710471,Salicaceae,187
Leontopodium nanum,3140687,,Leontopodium nanum (Hook.fil. & Thomson) Hand.-Mazz.,Plantae,Leontopodium,Leontopodium nanum,3140687,Asteraceae,423
Limnocitrus littoralis,3835892,3836683.0,Limnocitrus littoralis (Miq.) Swingle,Plantae,Pleiospermium,Pleiospermium littorale,3836683,Rutaceae,257
Liparis condylobulbon,5306080,,Liparis condylobulbon Rchb.f.,Plantae,Liparis,Liparis condylobulbon,5306080,Orchidaceae,75
Litsea verticillata,7678553,,Litsea verticillata Hance,Plantae,Litsea,Litsea verticillata,7678553,Lauraceae,25
Lonchocarpus salvadorensis,2968989,,Lonchocarpus salvadorensis Pittier,Plantae,Lonchocarpus,Lonchocarpus salvadorensis,2968989,Fabaceae,193
Marsdenia sp.,3170190,,Marsdenia R.Br.,Plantae,Marsdenia,spp.,3170190,Apocynaceae,376
Marshallia graminifolia,9728269,,Marshallia graminifolia (Walter) Small,Plantae,Marshallia,Marshallia graminifolia,9728269,Asteraceae,423
Melicope hayesii,3833013,,Melicope hayesii T.G.Hartley,Plantae,Melicope,Melicope hayesii,3833013,Rutaceae,257
Melilotus suaveolens,2971041,,Melilotus suaveolens Ledeb.,Plantae,Melilotus,Melilotus suaveolens,2971041,Fabaceae,193
Nematolepis ovatifolia,3836495,,Nematolepis ovatifolia (F.Muell.) Paul G.Wilson,Plantae,Nematolepis,Nematolepis ovatifolia,3836495,Rutaceae,257
Nigritella suaveolens,5323956,2840590.0,Nigritella suaveolens W.D.J.Koch,Plantae,Gymnadenia,Gymnadenia nigra,2840590,Orchidaceae,75
Oenanthe fistulosa,5371890,,Oenanthe fistulosa L.,Plantae,Oenanthe,Oenanthe fistulosa,5371890,Apiaceae,439
Onobrychis kemularia,2972829,2972828.0,Onobrychis kemularia Chinth.,Plantae,Onobrychis,Onobrychis kemulariae,2972828,Fabaceae,193
Oxytropis ochrocephala,5361417,,Oxytropis ochrocephala Bunge,Plantae,Oxytropis,Oxytropis ochrocephala,5361417,Fabaceae,193
Parastrephia quadrangularis,3098748,,Parastrephia quadrangularis (Meyen) Cabrera,Plantae,Parastrephia,Parastrephia quadrangularis,3098748,Asteraceae,423
Peddiea fischeri,3570179,,Peddiea fischeri Engl.,Plantae,Peddiea,Peddiea fischeri,3570179,Thymelaeaceae,270
Peucedanum,12114320,,"Peucedanum spec (Linnaeus, 1753) Moench, 1794",Plantae,Peucedanum,Peucedanum spec,12114320,Apiaceae,439
Peucedanum decumbens,3631616,,Peucedanum decumbens Maxim.,Plantae,Peucedanum,Peucedanum decumbens,3631616,Apiaceae,439
Peyrousea umbellata,5393647,3114948.0,Peyrousea umbellata (L.fil.) Fourc.,Plantae,Schistostephium,Schistostephium umbellatum,3114948,Asteraceae,423
Phebalium squamulosum,7268957,,Phebalium squamulosum Vent.,Plantae,Phebalium,Phebalium squamulosum,7268957,Rutaceae,257
Philotheca apiculata,3831705,,Philotheca apiculata (Paul G.Wilson) Paul G.Wilson,Plantae,Philotheca,Philotheca apiculata,3831705,Rutaceae,257
Philotheca fitzgeraldii,3831329,,Philotheca fitzgeraldii (C.R.P.Andrews) Paul G.Wilson,Plantae,Philotheca,Philotheca fitzgeraldii,3831329,Rutaceae,257
Physochlaina physaloides,3799825,,Physochlaina physaloides (L.) G.Don,Plantae,Physochlaina,Physochlaina physaloides,3799825,Solanaceae,388
Picramnia latifolia,3708918,,Picramnia latifolia Tul.,Plantae,Picramnia,Picramnia latifolia,3708918,Picramniaceae,246
Picris evae,3093317,,Picris evae Lack,Plantae,Picris,Picris evae,3093317,Asteraceae,423
Platycarpha glomerata,3087508,,Platycarpha glomerata (Thunb.) Less.,Plantae,Platycarpha,Platycarpha glomerata,3087508,Asteraceae,423
Platytaenia dasycarpa,6307424,7869296.0,Platytaenia dasycarpa (Regel & Schmalh.) Korovin,Plantae,Semenovia,Semenovia dasycarpa,7869296,Apiaceae,439
Potentilla argentea,8011540,,Potentilla argentea L.,Plantae,Potentilla,Potentilla argentea,8011540,Rosaceae,204
Prangos latiloba,3630533,,Prangos latiloba Korovin,Plantae,Prangos,Prangos latiloba,3630533,Apiaceae,439
Rhododendron diversipilosum,4164838,,Rhododendron diversipilosum (Nakai) Harmaja,Plantae,Rhododendron,Rhododendron diversipilosum,4164838,Ericaceae,355
Rhododendron hypoleucum,4173676,,Rhododendron hypoleucum (Kom.) Harmaja,Plantae,Rhododendron,Rhododendron hypoleucum,4173676,Ericaceae,355
Rubus xanthocarpus,2989336,,Rubus xanthocarpus Bureau & Franch.,Plantae,Rubus,Rubus xanthocarpus,2989336,Rosaceae,204
Salacia cordata,5579800,,Salacia cordata (Miers) Mennega,Plantae,Salacia,Salacia cordata,5579800,Celastraceae,144
Saussurea gossypiphora,8053166,,"Saussurea gossypiphora Franch., 1888",Plantae,Saussurea,Saussurea gossypiphora,8053166,Asteraceae,423
Seseli foliosum,3631268,,Seseli foliosum (Sommier & Levier) Manden.,Plantae,Seseli,Seseli foliosum,3631268,Apiaceae,439
Solanum berthaultii,2929618,,Solanum berthaultii Hawkes,Plantae,Solanum,Solanum berthaultii,2929618,Solanaceae,388
Tanacetum cadmeum,3118572,,Tanacetum cadmeum (Boiss.) Heywood,Plantae,Tanacetum,Tanacetum cadmeum,3118572,Asteraceae,423
Triptilion spinosum,3088868,,Triptilion spinosum Ruiz & Pav.,Plantae,Triptilion,Triptilion spinosum,3088868,Asteraceae,423
Vernonia megapotamica,5396674,5396676.0,Vernonia megapotamica Spreng.,Plantae,Stenocephalum,Stenocephalum megapotamicum,5396676,Asteraceae,423
Wikstroemia elliptica,5524850,,Wikstroemia elliptica Merr.,Plantae,Wikstroemia,Wikstroemia elliptica,5524850,Thymelaeaceae,270
Wikstroemia glabra,7311598,,Wikstroemia glabra W.C.Cheng,Plantae,Wikstroemia,Wikstroemia glabra,7311598,Thymelaeaceae,270
Wikstroemia hainanensis,5524723,,Wikstroemia hainanensis Merr.,Plantae,Wikstroemia,Wikstroemia hainanensis,5524723,Thymelaeaceae,270
Wikstroemia sikokiana,5524177,,Wikstroemia sikokiana Franch. & Sav.,Plantae,Wikstroemia,Wikstroemia sikokiana,5524177,Thymelaeaceae,270
Crocus albiflorus,2747570,2747567.0,Crocus albiflorus Kit. ex Schult.,Plantae,Crocus,Crocus vernus,2747567,Iridaceae,72
Crocus tommasinianus,2747564,,Crocus tommasinianus Herb.,Plantae,Crocus,Crocus tommasinianus,2747564,Iridaceae,72
Actinobole uliginosum,3130497,,Actinobole uliginosum (A.Gray) H.Eichler,Plantae,Actinobole,Actinobole uliginosum,3130497,Asteraceae,423
Angelica edulis,5537783,,Angelica edulis Miyabe,Plantae,Angelica,Angelica edulis,5537783,Apiaceae,439
Baccharis confertifolia,8230586,,Baccharis confertifolia Bertero,Plantae,Baccharis,Baccharis confertifolia,8230586,Asteraceae,423
Baccharis leptocephala,7843556,,Baccharis leptocephala DC.,Plantae,Baccharis,Baccharis leptocephala,7843556,Asteraceae,423
Baccharis paniculata,3129288,,Baccharis paniculata DC.,Plantae,Baccharis,Baccharis paniculata,3129288,Asteraceae,423
Baccharis scandens,7763453,,Baccharis scandens (Ruiz & Pav.) Pers.,Plantae,Baccharis,Baccharis scandens,7763453,Asteraceae,423
Blumea fistulosa,5395671,,Blumea fistulosa (Roxb.) Kurz,Plantae,Blumea,Blumea fistulosa,5395671,Asteraceae,423
Brenania brieyi,2900819,,Brenania brieyi (De Wild.) E.M.A.Petit,Plantae,Brenania,Brenania brieyi,2900819,Rubiaceae,381
Cabucala erythrocarpa,7317377,3617268.0,Cabucala erythrocarpa (Vatke) Markgr.,Plantae,Petchia,Petchia erythrocarpa,3617268,Apocynaceae,376
Cryptocarya obovata,7304698,,Cryptocarya obovata R.Br.,Plantae,Cryptocarya,Cryptocarya obovata,7304698,Lauraceae,25
Dubautia arborea,3134893,,Dubautia arborea (A.Gray) D.D.Keck,Plantae,Dubautia,Dubautia arborea,3134893,Asteraceae,423
Gochnatia glutinosa,7361327,,Gochnatia glutinosa D.Don ex Hook. & Arn.,Plantae,Gochnatia,Gochnatia glutinosa,7361327,Asteraceae,423
Gochnatia vernonioides,3095065,,Gochnatia vernonioides Kunth,Plantae,Gochnatia,Gochnatia vernonioides,3095065,Asteraceae,423
Liatris mucronata,7842731,,"Liatris mucronata Torr. & A.Gray, 1842",Plantae,Liatris,Liatris mucronata,7842731,Asteraceae,423
Macaranga triloba,3074333,,Macaranga triloba (Thunb.) Müll.Arg.,Plantae,Macaranga,Macaranga triloba,3074333,Euphorbiaceae,166
Olearia brachyphylla,5405363,,Olearia brachyphylla (F.Muell. ex Sond.) N.A.Wakef.,Plantae,Olearia,Olearia brachyphylla,5405363,Asteraceae,423
Ophryosporus macrodon,3140116,,Ophryosporus macrodon Griseb.,Plantae,Ophryosporus,Ophryosporus macrodon,3140116,Asteraceae,423
Piper permucronatum,4184960,,Piper permucronatum Yunck.,Plantae,Piper,Piper permucronatum,4184960,Piperaceae,13
Poecilanthe parviflora,2947791,,Poecilanthe parviflora Benth.,Plantae,Poecilanthe,Poecilanthe parviflora,2947791,Fabaceae,193
Porophyllum scoparium,3103984,,Porophyllum scoparium A.Gray,Plantae,Porophyllum,Porophyllum scoparium,3103984,Asteraceae,423
Proustia cuneifolia,3145152,,Proustia cuneifolia D.Don,Plantae,Proustia,Proustia cuneifolia,3145152,Asteraceae,423
Solanum crispum,2930846,,Solanum crispum Ruiz & Pav.,Plantae,Solanum,Solanum crispum,2930846,Solanaceae,388
Swartzia leiocalycina,5351953,,Swartzia leiocalycina Benth.,Plantae,Swartzia,Swartzia leiocalycina,5351953,Fabaceae,193
Trixis vauthieri,5398959,,Trixis vauthieri DC.,Plantae,Trixis,Trixis vauthieri,5398959,Asteraceae,423
Delphinium scabriflorum,3927815,,Delphinium scabriflorum D.Don,Plantae,Delphinium,Delphinium scabriflorum,3927815,Ranunculaceae,118
Salvia aspera,3884756,,Salvia aspera M.Martens & Galeotti,Plantae,Salvia,Salvia aspera,3884756,Lamiaceae,396
Salvia nipponica,3894689,,Salvia nipponica Miq.,Plantae,Salvia,Salvia nipponica,3894689,Lamiaceae,396
