original_name,gbif_id,gbif_accepted_id,gbif_accepted_name,kingdom,genus,species,gbif_key,family,family_id
Eranthis hyemalis,3033227,,Eranthis hyemalis (L.) Salisb.,Plantae,Eranthis,Eranthis hyemalis,3033227,Ranunculaceae,118
Glycosmis mauritiana,7269030,,Glycosmis mauritiana (Lam.) Yu.Tanaka,Plantae,Glycosmis,Glycosmis mauritiana,7269030,Rutaceae,257
Helianthus decapetalus,3119185,,Helianthus decapetalus L.,Plantae,Helianthus,Helianthus decapetalus,3119185,Asteraceae,423
Sindora siamensis,2943376,,Sindora siamensis Teijsm. ex Miq.,Plantae,Sindora,Sindora siamensis,2943376,Fabaceae,193
Sindora sumatrana,2943355,,Sindora sumatrana Miq.,Plantae,Sindora,Sindora sumatrana,2943355,Fabaceae,193
Adenocarpus commutatus,2951661,,Adenocarpus commutatus Guss.,Plantae,Adenocarpus,Adenocarpus commutatus,2951661,Fabaceae,193
Alseodaphne semecarpifolia,7657387,,Alseodaphne semecarpifolia Nees,Plantae,Alseodaphne,Alseodaphne semecarpifolia,7657387,Lauraceae,25
Daphnandra micrantha,3782596,,Daphnandra micrantha (Tul.) Benth.,Plantae,Daphnandra,Daphnandra micrantha,3782596,Atherospermataceae,21
Delphinium tatsienense,7277564,,Delphinium tatsienense Franch.,Plantae,Delphinium,Delphinium tatsienense,7277564,Ranunculaceae,118
Ficus fistulosa,7262725,,Ficus fistulosa Reinw. ex Blume,Plantae,Ficus,Ficus fistulosa,7262725,Moraceae,202
Polygonum maritimum,8195379,,Polygonum maritimum L.,Plantae,Polygonum,Polygonum maritimum,8195379,Polygonaceae,333
Scrophularia deserti,3738208,,Scrophularia deserti Delile,Plantae,Scrophularia,Scrophularia deserti,3738208,Scrophulariaceae,411
Zygogynum howeanum,4020547,,Zygogynum howeanum (F.Muell.) Vink,Plantae,Zygogynum,Zygogynum howeanum,4020547,Winteraceae,9
Larrea nitida,5635234,,Larrea nitida Cav.,Plantae,Larrea,Larrea nitida,5635234,Zygophyllaceae,192
Zuccagnia punctata,2981773,,Zuccagnia punctata Cav.,Plantae,Zuccagnia,Zuccagnia punctata,2981773,Fabaceae,193
Senecio aegyptius,3109039,,Senecio aegyptius L.,Plantae,Senecio,Senecio aegyptius,3109039,Asteraceae,423
Acacia oswaldii,2980319,,Acacia oswaldii F.Muell.,Plantae,Acacia,Acacia oswaldii,2980319,Fabaceae,193
Acacia saligna,2978552,,Acacia saligna (Labill.) H.L.Wendl.,Plantae,Acacia,Acacia saligna,2978552,Fabaceae,193
Acanthopanax hypoleucus,3598003,3035453.0,Acanthopanax hypoleucum Makino,Plantae,Eleutherococcus,Eleutherococcus hypoleucus,3035453,Araliaceae,441
Albizia zygia,2973160,,Albizia zygia (DC.) J.F.Macbr.,Plantae,Albizia,Albizia zygia,2973160,Fabaceae,193
Alseodaphne andersonii,4182932,10873182.0,Alseodaphne andersonii (King ex Hook.fil.) Kosterm.,Plantae,Alseodaphnopsis,Alseodaphnopsis andersonii,10873182,Lauraceae,25
Bactris plumeriana,2733106,,Bactris plumeriana Mart.,Plantae,Bactris,Bactris plumeriana,2733106,Arecaceae,79
Brucea mollis,5555195,,Brucea mollis Wall.,Plantae,Brucea,Brucea mollis,5555195,Simaroubaceae,260
Carissa opaca,5536364,5536341.0,Carissa opaca Stapf ex Haines,Plantae,Carissa,Carissa paucinervia,5536341,Apocynaceae,376
Caryopteris spp.,2925342,,Caryopteris Bunge,Plantae,Caryopteris,spp.,2925342,Lamiaceae,396
Casearia esculenta,8075575,8255574.0,Casearia esculenta Roxb.,Plantae,Casearia,Casearia zeylanica,8255574,Salicaceae,187
Entandrophragma spicatum,3850770,,Entandrophragma spicatum (C.DC.) Sprague,Plantae,Entandrophragma,Entandrophragma spicatum,3850770,Meliaceae,255
Eucalyptus hybr,6711246,,Eucalyptus hybr,Plantae,Eucalyptus,Eucalyptus hybr,6711246,Myrtaceae,235
Eugenia zuchowskiae,5418161,,Eugenia zuchowskiae Barrie,Plantae,Eugenia,Eugenia zuchowskiae,5418161,Myrtaceae,235
Euryops hebecarpus,5394969,,Euryops hebecarpus (DC.) B.Nord.,Plantae,Euryops,Euryops hebecarpus,5394969,Asteraceae,423
Fissistigma pallens,3157330,,Fissistigma pallens (Finet & Gagnep.) Merr.,Plantae,Fissistigma,Fissistigma pallens,3157330,Annonaceae,15
Galipea panamensis,3834400,,Galipea panamensis T.S.Elías,Plantae,Galipea,Galipea panamensis,3834400,Rutaceae,257
Helenium mexicanum,5401896,,Helenium mexicanum Kunth,Plantae,Helenium,Helenium mexicanum,5401896,Asteraceae,423
Helichrysum oreophilum,7576294,,Helichrysum oreophilum Klatt,Plantae,Helichrysum,Helichrysum oreophilum,7576294,Asteraceae,423
Helichrysum stenopterum,3131914,,Helichrysum stenopterum DC.,Plantae,Helichrysum,Helichrysum stenopterum,3131914,Asteraceae,423
Inga umbellifera,5358027,,Inga umbellifera (Vahl) Steud. ex DC.,Plantae,Inga,Inga umbellifera,5358027,Fabaceae,193
Lamium maculatum,2926684,,Lamium maculatum (L.) L.,Plantae,Lamium,Lamium maculatum,2926684,Lamiaceae,396
Lepia marginata,5551312,7870683.0,Lepia marginata Desv.,Plantae,Aethionema,Aethionema saxatile,7870683,Brassicaceae,273
Maytenus obtusifolia,7265471,9672353.0,Maytenus obtusifolia Mart.,Plantae,Monteverdia,Monteverdia obtusifolia,9672353,Celastraceae,144
Mentha crispa,7671544,,Mentha crispa Garsault,Plantae,Mentha,Mentha crispa,7671544,Lamiaceae,396
Mitrephora glabra,3155096,,Mitrephora glabra Scheff.,Plantae,Mitrephora,Mitrephora glabra,3155096,Annonaceae,15
Monnina sylvatica,4051983,,Monnina sylvatica Cham.Schltdl.,Plantae,Monnina,Monnina sylvatica,4051983,Polygalaceae,195
Nepeta cadmea,5610693,5610402.0,Nepeta cadmea Boiss.,Plantae,Nepeta,Nepeta italica,5610402,Lamiaceae,396
Nicotiana ingulba,3799824,,Nicotiana ingulba J.M.Black,Plantae,Nicotiana,Nicotiana ingulba,3799824,Solanaceae,388
Ocimum kenyense,3897174,,Ocimum kenyense Ayob. ex A.J.Paton,Plantae,Ocimum,Ocimum kenyense,3897174,Lamiaceae,396
Ocotea whitei,4180728,,Ocotea whitei Woodson,Plantae,Ocotea,Ocotea whitei,4180728,Lauraceae,25
Olea paniculata,7506783,,Olea paniculata R.Br.,Plantae,Olea,Olea paniculata,7506783,Oleaceae,402
Penstemon acuminatus,8365106,,Penstemon acuminatus Douglas,Plantae,Penstemon,Penstemon acuminatus,8365106,Plantaginaceae,408
Penstemon confertus,8044041,,Penstemon confertus Douglas,Plantae,Penstemon,Penstemon confertus,8044041,Plantaginaceae,408
Philodendron guttiferum,2871247,,Philodendron guttiferum Kunth,Plantae,Philodendron,Philodendron guttiferum,2871247,Araceae,32
Phylica rogersii,3874934,,Phylica rogersii Pillans,Plantae,Phylica,Phylica rogersii,3874934,Rhamnaceae,203
Physalis pubescens,5341819,,Physalis pubescens L.,Plantae,Physalis,Physalis pubescens,5341819,Solanaceae,388
Pimelea linifolia,7798727,,Pimelea linifolia Sm.,Plantae,Pimelea,Pimelea linifolia,7798727,Thymelaeaceae,270
Pleodendron costaricense,3877821,,"Pleodendron costaricense N.Zamora, Hammel & Aguilar",Plantae,Pleodendron,Pleodendron costaricense,3877821,Canellaceae,8
Polygala crotalarioides,3191438,,Polygala crotalarioides Buch.-Ham. ex DC.,Plantae,Polygala,Polygala crotalarioides,3191438,Polygalaceae,195
Polygala paniculata,3191373,,Polygala paniculata L.,Plantae,Polygala,Polygala paniculata,3191373,Polygalaceae,195
Pteronia eenii,5394779,,Pteronia eenii S.Moore,Plantae,Pteronia,Pteronia eenii,5394779,Asteraceae,423
Pyracantha fortuneana,2988224,,Pyracantha fortuneana (Maxim.) H.L.Li,Plantae,Pyracantha,Pyracantha fortuneana,2988224,Rosaceae,204
Rhododendron championiae,8356582,,Rhododendron championiae Hook.,Plantae,Rhododendron,Rhododendron championiae,8356582,Ericaceae,355
Rhynchosia densiflora,5351048,,Rhynchosia densiflora (B.Heyne ex Roth) DC.,Plantae,Rhynchosia,Rhynchosia densiflora,5351048,Fabaceae,193
Schizanthus integrifolius,3798088,,Schizanthus integrifolius Phil.,Plantae,Schizanthus,Schizanthus integrifolius,3798088,Solanaceae,388
Senecio salignus,3107825,3144294.0,Senecio salignus DC.,Plantae,Barkleyanthus,Barkleyanthus salicifolius,3144294,Asteraceae,423
Sinomenium acutum,7268694,,Sinomenium acutum (Thunb.) Rehder & E.H.Wilson,Plantae,Sinomenium,Sinomenium acutum,7268694,Menispermaceae,116
Smilax glaucochina,7396720,,Smilax glaucochina Warb.,Plantae,Smilax,Smilax glaucochina,7396720,Smilacaceae,62
Tessaria dodoneaefolia,7610541,,Tessaria dodonaeifolia (Hook. & Arn.) Cabrera,Plantae,Tessaria,Tessaria dodonaeifolia,7610541,Asteraceae,423
Teucrium luteum,7308342,,Teucrium luteum (Mill.) Degen,Plantae,Teucrium,Teucrium luteum,7308342,Lamiaceae,396
Tium alpinum,2936927,5345014.0,Tium alpinum (L.) Rydb.,Plantae,Astragalus,Astragalus alpinus,5345014,Fabaceae,193
Trichadenia zeylanica,5603373,,Trichadenia zeylanica Thwaites,Plantae,Trichadenia,Trichadenia zeylanica,5603373,Achariaceae,153
Vallesia glabra,5414418,,Vallesia glabra (Cav.) Link,Plantae,Vallesia,Vallesia glabra,5414418,Apocynaceae,376
Venegasia carpesioides,3139622,,Venegasia carpesioides DC.,Plantae,Venegasia,Venegasia carpesioides,3139622,Asteraceae,423
Vernonia polyanthes,5396639,8245828.0,Vernonia polyanthes (Spreng.) Less.,Plantae,Vernonanthura,Vernonanthura polyanthes,8245828,Asteraceae,423
Ayapana triplinervis,3142644,,Ayapana triplinervis (Vahl) R.M.King & H.Rob.,Plantae,Ayapana,Ayapana triplinervis,3142644,Asteraceae,423
Calea rupicola,3147665,,Calea rupicola Chodat,Plantae,Calea,Calea rupicola,3147665,Asteraceae,423
Laggera tomentosa,9312778,,Laggera tomentosa (A.Rich.) Sch.Bip. ex Oliv. & Hiern,Plantae,Laggera,Laggera tomentosa,9312778,Asteraceae,423
Pechuel-loeschea leubnitziae,3091992,,Pechuel-loeschea leubnitziae (Kuntze) O.Hoffm.,Plantae,Pechuel-loeschea,Pechuel-loeschea leubnitziae,3091992,Asteraceae,423
Pluchea chingoyo,3132597,,Pluchea chingoyo (Kunth) DC.,Plantae,Pluchea,Pluchea chingoyo,3132597,Asteraceae,423
Sphaeranthus indicus,8302135,,Sphaeranthus indicus L.,Plantae,Sphaeranthus,Sphaeranthus indicus,8302135,Asteraceae,423
Sphaeranthus kirkii,3094676,,Sphaeranthus kirkii Oliv. & Hiern,Plantae,Sphaeranthus,Sphaeranthus kirkii,3094676,Asteraceae,423
Sphaeranthus suaveolens,3094684,,Sphaeranthus suaveolens (Forssk.) DC.,Plantae,Sphaeranthus,Sphaeranthus suaveolens,3094684,Asteraceae,423
Thelesperma megapotamicum,8209518,,Thelesperma megapotamicum (Spreng.) Herter,Plantae,Thelesperma,Thelesperma megapotamicum,8209518,Asteraceae,423
Chloropyron maritimum,8548367,,Chloropyron maritimum (Nutt. ex Benth.) A.Heller,Plantae,Chloropyron,Chloropyron maritimum,8548367,Orobanchaceae,403
Croton ovalifolius,3058656,,Croton ovalifolius Vahl,Plantae,Croton,Croton ovalifolius,3058656,Euphorbiaceae,166
Heteroplexis microcephala,4239867,,Heteroplexis microcephala Y.L.Chen,Plantae,Heteroplexis,Heteroplexis microcephala,4239867,Asteraceae,423
Salvia atropatana,3884587,,Salvia atropatana Bunge,Plantae,Salvia,Salvia atropatana,3884587,Lamiaceae,396
Bauhinia fassoglensis,2956530,5708629.0,Bauhinia fassoglensis Kotschy ex Schweinf.,Plantae,Tylosema,Tylosema fassoglense,5708629,Fabaceae,193
Bauhinia holophylla,2953547,,Bauhinia holophylla (Bong.) Steud.,Plantae,Bauhinia,Bauhinia holophylla,2953547,Fabaceae,193
Bauhinia rufa,2953546,,Bauhinia rufa (Bong.) Steud.,Plantae,Bauhinia,Bauhinia rufa,2953546,Fabaceae,193
Griffonia sp.,2945470,,Griffonia Baill.,Plantae,Griffonia,spp.,2945470,Fabaceae,193
Lophira sp.,7326734,,Lophira Banks ex C.F.Gaertn.,Plantae,Lophira,spp.,7326734,Ochnaceae,177
Semiaquilegia sp.,7276564,,Semiaquilegia Makino,Plantae,Semiaquilegia,spp.,7276564,Ranunculaceae,118
Thalictrum orientale,3926798,,Thalictrum orientale Boiss.,Plantae,Thalictrum,Thalictrum orientale,3926798,Ranunculaceae,118
Leucojum aestivum,2860425,,Leucojum aestivum L.,Plantae,Leucojum,Leucojum aestivum,2860425,Amaryllidaceae,63
Beilschmiedia tsangii,7304706,,Beilschmiedia tsangii Merr.,Plantae,Beilschmiedia,Beilschmiedia tsangii,7304706,Lauraceae,25
Berberis aquifolium,3033868,3033865.0,Berberis aquifolium Pursh,Plantae,Mahonia,Mahonia aquifolium,3033865,Berberidaceae,112
Bosistoa floydii,3831215,,Bosistoa floydii T.G.Hartley,Plantae,Bosistoa,Bosistoa floydii,3831215,Rutaceae,257
Cassia artemisioides,5354370,7679480.0,Cassia artemisioides Gaudich. ex DC.,Plantae,Senna,Senna artemisioides,7679480,Fabaceae,193
Castanopsis lamontii,5332919,,Castanopsis lamontii Hance,Plantae,Castanopsis,Castanopsis lamontii,5332919,Fagaceae,209
Cremanthodium discoideum,3137254,,Cremanthodium discoideum Maxim.,Plantae,Cremanthodium,Cremanthodium discoideum,3137254,Asteraceae,423
Diosma recurva,3836914,,Diosma recurva Cham.,Plantae,Diosma,Diosma recurva,3836914,Rutaceae,257
Hedysarum sachalinense,2960851,,Hedysarum sachalinense B.Fedtsch.,Plantae,Hedysarum,Hedysarum sachalinense,2960851,Fabaceae,193
Hornschuchia citriodora,5407561,,Hornschuchia citriodora D.M.Johnson,Plantae,Hornschuchia,Hornschuchia citriodora,5407561,Annonaceae,15
Hydnocarpus octandra,3878003,,Hydnocarpus octandrus Thwaites,Plantae,Hydnocarpus,Hydnocarpus octandrus,3878003,Achariaceae,153
Illigera luzonensis,5549991,,Illigera luzonensis (C.Presl) Merr.,Plantae,Illigera,Illigera luzonensis,5549991,Hernandiaceae,24
Jatropha gossypiifolia,3072900,,Jatropha gossypiifolia L.,Plantae,Jatropha,Jatropha gossypiifolia,3072900,Euphorbiaceae,166
Knema attenuata,3743700,,Knema attenuata (Hook.fil. & Thomson) Warb.,Plantae,Knema,Knema attenuata,3743700,Myristicaceae,19
Micromelum integerrimum,7845716,,Micromelum integerrimum (Buch.-Ham. ex Colebr.) M.Roem.,Plantae,Micromelum,Micromelum integerrimum,7845716,Rutaceae,257
Piper sylvaticum,4185269,,Piper sylvaticum Roxb.,Plantae,Piper,Piper sylvaticum,4185269,Piperaceae,13
Pontederia africana,10037344,,Pontederia africana (Solms) M.Pell. & C.N.Horn,Plantae,Pontederia,Pontederia africana,10037344,Pontederiaceae,85
Salvia divaricata,8200037,,Salvia divaricata Montbret & Aucher ex Benth.,Plantae,Salvia,Salvia divaricata,8200037,Lamiaceae,396
Veronica americana,3172084,,Veronica americana (Raf.) Schwein. ex Benth.,Plantae,Veronica,Veronica americana,3172084,Plantaginaceae,408
Veronica intercedens,3730448,,Veronica intercedens Bornm.,Plantae,Veronica,Veronica intercedens,3730448,Plantaginaceae,408
Zantedeschia aethiopica,2868827,,Zantedeschia aethiopica (L.) Spreng.,Plantae,Zantedeschia,Zantedeschia aethiopica,2868827,Araceae,32
Abrus pulchellus subsp. cantoniensis,5832898,7274847.0,Abrus pulchellus subsp. cantoniensis (Hance) Verdc.,Plantae,Abrus,Abrus melanospermus,7274847,Fabaceae,193
Aframomum giganteum,2758879,,Aframomum giganteum (Oliv. & D.Hanb.) K.Schum.,Plantae,Aframomum,Aframomum giganteum,2758879,Zingiberaceae,93
Aralia decaisneana,3037056,,Aralia decaisneana Hance,Plantae,Aralia,Aralia decaisneana,3037056,Araliaceae,441
Aspidosperma discolor,7317048,,Aspidosperma discolor A.DC.,Plantae,Aspidosperma,Aspidosperma discolor,7317048,Apocynaceae,376
Bolbostemma paniculatum,3623332,3625268.0,Bolbostemma paniculatum (Maxim.) Franquet,Plantae,Actinostemma,Actinostemma paniculatum,3625268,Cucurbitaceae,219
Canarium bengalense,5635972,,Canarium bengalense Roxb.,Plantae,Canarium,Canarium bengalense,5635972,Burseraceae,253
Cassia angolensis,5357170,,Cassia angolensis Welw. ex Hiern,Plantae,Cassia,Cassia angolensis,5357170,Fabaceae,193
Cassia fastuosa,7888605,,Cassia fastuosa Willd. ex Vogel,Plantae,Cassia,Cassia fastuosa,7888605,Fabaceae,193
Cassia torosa L.,5354119,2957379.0,Cassia torosa Cav.,Plantae,Senna,Senna sophera,2957379,Fabaceae,193
Catalpa longissima,3172614,,Catalpa longissima (Jacq.) Dum.Cours.,Plantae,Catalpa,Catalpa longissima,3172614,Bignoniaceae,391
Chamaecrista nigricans,2950539,,Chamaecrista nigricans (Vahl) Greene,Plantae,Chamaecrista,Chamaecrista nigricans,2950539,Fabaceae,193
Chamaecrista nomame,8541694,,Chamaecrista nomame (Makino) H.Ohashi,Plantae,Chamaecrista,Chamaecrista nomame,8541694,Fabaceae,193
Chamaecrista pumila,8368580,,Chamaecrista pumila (Lam.) V.Singh,Plantae,Chamaecrista,Chamaecrista pumila,8368580,Fabaceae,193
Cratoxylum formosum,7330024,,Cratoxylum formosum (Jack) Benth. & Hook.fil. ex Dyer,Plantae,Cratoxylum,Cratoxylum formosum,7330024,Hypericaceae,170
Cynanchum viminale,7504382,,Cynanchum viminale (L.) L.,Plantae,Cynanchum,Cynanchum viminale,7504382,Apocynaceae,376
Dioscorea collettii var. hypoglauca,8331482,,Dioscorea collettii var. hypoglauca (Palib.) S.J.Pei & C.T.Ting,Plantae,Dioscorea,Dioscorea collettii,8331482,Dioscoreaceae,46
Dysoxylum muelleri,3852716,11862644.0,Dysoxylum muelleri Benth.,Plantae,Didymocheton,Didymocheton muelleri,11862644,Meliaceae,255
Hypericum maculatum Crantz s.l. (H. maculatum Crantz s.str. and H. maculatum subsp. obtusiusculum (Tourlet) Hayek),7225951,,Hypericum maculatum subsp. maculatum,Plantae,Hypericum,Hypericum maculatum,7225951,Hypericaceae,170
Hypericum montanum L.,3714477,,Hypericum montanum L.,Plantae,Hypericum,Hypericum montanum,3714477,Hypericaceae,170
Hypericum tetrapterum Fr.,6436469,,Hypericum tetrapterum Fr.,Plantae,Hypericum,Hypericum tetrapterum,6436469,Hypericaceae,170
Lanaria lanata,5303637,,Lanaria lanata (L.) T.Durand & Schinz,Plantae,Lanaria,Lanaria lanata,5303637,Lanariaceae,74
Lilium brownii var. viridulum,2753259,,Lilium brownii var. viridulum Baker,Plantae,Lilium,Lilium brownii,2753259,Liliaceae,57
Lobelia berlandieri,5409183,,Lobelia berlandieri A.DC.,Plantae,Lobelia,Lobelia berlandieri,5409183,Campanulaceae,426
Muehlenbeckia tamnifolia,7291112,,Muehlenbeckia tamnifolia (Kunth) Meisn.,Plantae,Muehlenbeckia,Muehlenbeckia tamnifolia,7291112,Polygonaceae,333
Nepeta parnassica,5609993,,Nepeta parnassica Heldr. & Sartori,Plantae,Nepeta,Nepeta parnassica,5609993,Lamiaceae,396
Nuxia floribunda,4055807,,Nuxia floribunda Benth.,Plantae,Nuxia,Nuxia floribunda,4055807,Stilbaceae,412
Picrasma quassioides,3190677,,Picrasma quassioides (D.Don) Benn.,Plantae,Picrasma,Picrasma quassioides,3190677,Simaroubaceae,260
Ploiarium alternifolium,3590050,,Ploiarium alternifolium (Vahl) Melch.,Plantae,Ploiarium,Ploiarium alternifolium,3590050,Bonnetiaceae,155
Ploiarium elegans,3714876,,Ploiarium elegans Korth.,Plantae,Ploiarium,Ploiarium elegans,3714876,Bonnetiaceae,155
Psorospermum adamauense,3714779,,Psorospermum adamauense Engl.,Plantae,Psorospermum,Psorospermum adamauense,3714779,Hypericaceae,170
Psorospermum tenuifolium,3714155,,Psorospermum tenuifolium Hook.fil.,Plantae,Psorospermum,Psorospermum tenuifolium,3714155,Hypericaceae,170
Reynoutria sachalinensis,2889088,,Reynoutria sachalinensis (F.Schmidt) Nakai,Plantae,Reynoutria,Reynoutria sachalinensis,2889088,Polygonaceae,333
Rhamnus formosana,3875277,,Rhamnus formosana Matsum.,Plantae,Rhamnus,Rhamnus formosana,3875277,Rhamnaceae,203
Rhamnus frangula,3039456,7273688.0,Rhamnus frangula L.,Plantae,Frangula,Frangula alnus,7273688,Rhamnaceae,203
Rhamnus hirtellus,3874898,,Rhamnus hirtella Boiss.,Plantae,Rhamnus,Rhamnus hirtella,3874898,Rhamnaceae,203
Rhamnus kurdica,3877654,,Rhamnus kurdica Boiss. & Hohen.,Plantae,Rhamnus,Rhamnus kurdica,3877654,Rhamnaceae,203
Rhamnus nepalensis,8181645,,Rhamnus nepalensis (Wall.) M.A.Lawson,Plantae,Rhamnus,Rhamnus nepalensis,8181645,Rhamnaceae,203
Rhamnus petiolaris,3876104,,Rhamnus petiolaris Boiss. & Balansa,Plantae,Rhamnus,Rhamnus petiolaris,3876104,Rhamnaceae,203
Rhamnus procumbens,3875846,,Rhamnus procumbens Edgew.,Plantae,Rhamnus,Rhamnus procumbens,3875846,Rhamnaceae,203
Rhamnus punctatus,3875697,,Rhamnus punctata Boiss.,Plantae,Rhamnus,Rhamnus punctata,3875697,Rhamnaceae,203
Rhamnus triquetra,12256834,,Rhamnus triquetra (Wall.) M.A.Lawson,Plantae,Rhamnus,Rhamnus triquetra,12256834,Rhamnaceae,203
Rheum sublanceolatum,4037410,,Rheum sublanceolatum C.Y.Cheng & T.C.Kao,Plantae,Rheum,Rheum sublanceolatum,4037410,Polygonaceae,333
Rumex aegyptiacus,4037002,,Rumex aegyptiacus L.,Plantae,Rumex,Rumex aegyptiacus,4037002,Polygonaceae,333
Rumex hymenosepalus,2889015,,Rumex hymenosepalus Torr.,Plantae,Rumex,Rumex hymenosepalus,2889015,Polygonaceae,333
Rumex limoniastrum,4032590,,Rumex limoniastrum Jaub. & Spach,Plantae,Rumex,Rumex limoniastrum,4032590,Polygonaceae,333
Rumex ruwenzoriensis,4036599,,Rumex ruwenzoriensis Chiov.,Plantae,Rumex,Rumex ruwenzoriensis,4036599,Polygonaceae,333
Rumex usambarensis,4034949,,Rumex usambarensis (Engl. ex Dammer) Dammer,Plantae,Rumex,Rumex usambarensis,4034949,Polygonaceae,333
Senna angustisiliqua,2957631,,Senna angustisiliqua (Lam.) H.S.Irwin & Barneby,Plantae,Senna,Senna angustisiliqua,2957631,Fabaceae,193
Senna auriculata,2956966,,Senna auriculata (L.) Roxb.,Plantae,Senna,Senna auriculata,2956966,Fabaceae,193
Senna corymbosa,2957431,,Senna corymbosa (Lam.) H.S.Irwin & Barneby,Plantae,Senna,Senna corymbosa,2957431,Fabaceae,193
Senna podocarpa,2957807,,Senna podocarpa (Guill. & Perr.) Lock,Plantae,Senna,Senna podocarpa,2957807,Fabaceae,193
Syzygium australe,3182605,,Syzygium australe (J.C.Wendl. ex Link) B.Hyland,Plantae,Syzygium,Syzygium australe,3182605,Myrtaceae,235
Vatairea heteroptera,2965121,,Vatairea heteroptera (Allemão) Ducke ex Assis-Iglesias,Plantae,Vatairea,Vatairea heteroptera,2965121,Fabaceae,193
Ventilago maderaspatana,3877591,,Ventilago maderaspatana Gaertn.,Plantae,Ventilago,Ventilago maderaspatana,3877591,Rhamnaceae,203
Ajuga forrestii,3887497,,Ajuga forrestii Diels,Plantae,Ajuga,Ajuga forrestii,3887497,Lamiaceae,396
Ajuga pyramidalis,8429926,,Ajuga pyramidalis L.,Plantae,Ajuga,Ajuga pyramidalis,8429926,Lamiaceae,396
Ajuga sp.,2927077,,Ajuga L.,Plantae,Ajuga,spp.,2927077,Lamiaceae,396
Betonica orientalis,8255756,,Betonica orientalis L.,Plantae,Betonica,Betonica orientalis,8255756,Lamiaceae,396
Clerodendrum thomsoniae,3889087,,Clerodendrum thomsoniae Balf.f.,Plantae,Clerodendrum,Clerodendrum thomsoniae,3889087,Lamiaceae,396
Leonurus turkestanicus,7307473,,Leonurus turkestanicus V.I.Krecz. & Kuprian.,Plantae,Leonurus,Leonurus turkestanicus,7307473,Lamiaceae,396
Pteronia divaricata,5394807,,Pteronia divaricata (P.J.Bergius) Less.,Plantae,Pteronia,Pteronia divaricata,5394807,Asteraceae,423
Scrophularia hypericifolia,3737518,,Scrophularia hypericifolia Wydler,Plantae,Scrophularia,Scrophularia hypericifolia,3737518,Scrophulariaceae,411
Stachys angustifolia,8198856,,Stachys angustifolia M.Bieb.,Plantae,Stachys,Stachys angustifolia,8198856,Lamiaceae,396
Stachys anisochila,3885680,,Stachys anisochila Vis. & Pancic,Plantae,Stachys,Stachys anisochila,3885680,Lamiaceae,396
Stachys beckeana,3884983,,Stachys beckeana Dörfl. & Hayek,Plantae,Stachys,Stachys beckeana,3884983,Lamiaceae,396
Stachys leucoglossa,3881741,,Stachys leucoglossa Griseb.,Plantae,Stachys,Stachys leucoglossa,3881741,Lamiaceae,396
Stachys recta,2927298,,Stachys recta L.,Plantae,Stachys,Stachys recta,2927298,Lamiaceae,396
Stachys subcrenata,7309254,8326218.0,Stachys subcrenata Vis.,Plantae,Stachys,Stachys recta,8326218,Lamiaceae,396
Stachys tetragona,3902824,,Stachys tetragona Boiss. & Heldr.,Plantae,Stachys,Stachys tetragona,3902824,Lamiaceae,396
Centaurea pabotii,3128414,,Centaurea pabotii Wagenitz,Plantae,Centaurea,Centaurea pabotii,3128414,Asteraceae,423
Cynanchum acutum,3571089,,Cynanchum acutum L.,Plantae,Cynanchum,Cynanchum acutum,3571089,Apocynaceae,376
Erythroxylum campestre,7284839,,Erythroxylum campestre A.St.-Hil.,Plantae,Erythroxylum,Erythroxylum campestre,7284839,Erythroxylaceae,165
Erythroxylum vacciniifolium,3694388,,Erythroxylum vaccinifolium Mart.,Plantae,Erythroxylum,Erythroxylum vaccinifolium,3694388,Erythroxylaceae,165
Alangium kurzii,7326260,,Alangium kurzii Craib,Plantae,Alangium,Alangium kurzii,7326260,Cornaceae,342
Breynia androgyna,9197670,,Breynia androgyna (L.) Chakrab. & N.P.Balakr.,Plantae,Breynia,Breynia androgyna,9197670,Phyllanthaceae,181
Gymnosporia acuminata,3791985,,Gymnosporia acuminata (L.fil.) Szyszyl.,Plantae,Gymnosporia,Gymnosporia acuminata,3791985,Celastraceae,144
Lindackeria dentata,3879713,,Lindackeria dentata (Oliv.) Gilg,Plantae,Lindackeria,Lindackeria dentata,3879713,Achariaceae,153
Swertia longifolia,8398104,,Swertia longifolia Boiss.,Plantae,Swertia,Swertia longifolia,8398104,Gentianaceae,379
Bergia capensis,5646095,,Bergia capensis L.,Plantae,Bergia,Bergia capensis,5646095,Elatinaceae,164
Coelospermum paniculatum,2897086,,Coelospermum paniculatum F.Muell.,Plantae,Coelospermum,Coelospermum paniculatum,2897086,Rubiaceae,381
Hammarbya paludosa,2817361,,Hammarbya paludosa (L.) Kuntze,Plantae,Hammarbya,Hammarbya paludosa,2817361,Orchidaceae,75
Helianthella quinquenervis,5400888,,Helianthella quinquenervis (Hook.) A.Gray,Plantae,Helianthella,Helianthella quinquenervis,5400888,Asteraceae,423
Hosta undulata,4008605,,Hosta undulata (Otto & A.Dietr.) L.H.Bailey,Plantae,Hosta,Hosta undulata,4008605,Asparagaceae,64
Krameria bicolor,5687616,,Krameria bicolor S.Watson,Plantae,Krameria,Krameria bicolor,5687616,Krameriaceae,191
Macadamia integrifolia,2891785,,Macadamia integrifolia Maiden & Betche,Plantae,Macadamia,Macadamia integrifolia,2891785,Proteaceae,121
