original_name,gbif_id,gbif_accepted_id,gbif_accepted_name,kingdom
Wedelia acapulcensis var. hispida,5699523,NA,Wedelia acapulcensis var. hispida (Kunth) Strother,Plantae
Wedelia calycina,7987889,NA,Wedelia calycina Spreng.,Plantae
Wijkia concavifolia,2681172,NA,Wijkia concavifolia (Cardot) H.A.Crum,Plantae
Xylopia aethiopica,3157151,NA,Xylopia aethiopica (Dunal) A.Rich.,Plantae
Zaleya pentandra,7329156,NA,Zaleya pentandra (L.) C.Jeffrey,Plantae
Zanthoxylum chiriquinum,3832344,3836596,Zanthoxylum chiriquinum Standl.,Plantae
Zebrina pendula,5303583,7227457,Zebrina pendula Schnizl.,Plantae
Ziziphora pedicellata,3899083,NA,Ziziphora pedicellata Pazij & Vved.,Plantae
Ziziphus nummularia,3039427,NA,Ziziphus nummularia (Burm.fil.) Wight & Arn.,Plantae
Ziziphus spina-christi,8228089,NA,Ziziphus spina-christi (L.) Desf.,Plantae
Frangula alnus Mill.,3039454,NA,Frangula alnus Mill.,Plantae
Rhamnus alpina L.,7273705,3877063,Rhamnus alpina L.,Plantae
Rhamnus cathartica L.,3039491,NA,Rhamnus cathartica L.,Plantae
Rhamnus prinoides,3875856,NA,Rhamnus prinoides L'Hér.,Plantae
Rhamnus pumila Turra,3875704,9545979,Rhamnus pumila Turra,Plantae
Rhamnus saxarilis Jacq.,6371028,NA,Rhamnus saxatilis Jacq.,Plantae
Rhamnus sp.,3039471,NA,Rhamnus L.,Plantae
Rumex sp.,2888942,NA,Rumex L.,Plantae
Sageretia thea,3039516,NA,Sageretia thea (Osbeck) M.C.Johnst.,Plantae
Launaea capitata,3144728,NA,Launaea capitata (Spreng.) Dandy,Plantae
Quercus coccifera,2879175,NA,Quercus coccifera L.,Plantae
Quercus suber,2879411,NA,Quercus suber L.,Plantae
Commiphora kua,7286744,NA,Commiphora kua (R.Br. ex Royle) Vollesen,Plantae
Achillea ageratum,3120391,NA,Achillea ageratum L.,Plantae
Achyrospermum africanum,3895779,NA,Achyrospermum africanum Hook.f. ex Baker,Plantae
Aconitum subcuneatum,3920632,3924261,Aconitum subcuneatum Nakai,Plantae
Actinodaphne acuminata,4178324,NA,Actinodaphne acuminata (Blume) Meisn.,Plantae
Actinodaphne longifolia,4177428,4178324,Actinodaphne longifolia (Blume) Nakai,Plantae
Andropogon laniger,2705264,NA,Cymbopogon Spreng.,Plantae
Annona reticulata,5407123,NA,Annona reticulata L.,Plantae
Anthotroche blackii,3803108,3803085,Anthotroche blackii F.Muell.,Plantae
Aristolochia birostris,3588625,NA,Aristolochia birostris Duch.,Plantae
Aristolochia cymbifera,7313609,NA,Aristolochia cymbifera Mart. & Zucc.,Plantae
Aristolochia debilis,3588727,NA,Aristolochia debilis Siebold & Zucc.,Plantae
Aristolochia didyma,3588619,NA,Aristolochia didyma S.Moore,Plantae
Aristolochia gigantea,3589283,NA,Aristolochia gigantea Mart. & Zucc.,Plantae
Aristolochia macroura,7313636,NA,Aristolochia macroura Gomes,Plantae
Aristolochia triangularis,7313743,NA,Aristolochia triangularis Cham.,Plantae
Aristolochia trilobata,8358388,NA,Aristolochia trilobata L.,Plantae
Artabotrys lastoursvillensis,3154893,NA,Artabotrys lastoursvillensis Pellegr.,Plantae
Artemisia annua L.cultivar Jwarharti,8373355,NA,Artemisia annua L.,Plantae
Artemisia capillaries,11774892,NA,"Artemisia spec Linnaeus, 1753",Plantae
Artemisia vulgaris,3120946,NA,Artemisia vulgaris L.,Plantae
Aucklandia costus,5404131,10864861,Aucklandia costus Falc.,Plantae
Austromyrtus dulcis,3177374,NA,Austromyrtus dulcis (C.T.White) L.S.Sm.,Plantae
Baccharis sarothroides,3129915,NA,Baccharis sarothroides A.Gray,Plantae
Bazzania spiralis,7590930,NA,"Bazzania spiralis (Reinw., Blume & Nees) Meijer",Plantae
Boswellia papyrifera,5421356,NA,Boswellia papyrifera (Delile) Hochst.,Plantae
Bupleurum falcatum,6027105,NA,Bupleurum falcatum L.,Plantae
Bupleurum gibraltaricum,3638706,NA,Bupleurum gibraltaricum Lam.,Plantae
Callitris intratropica,2684342,2684338,Callitris intratropica R.T.Baker & H.G.Smith,Plantae
Calypogeia granulata,8268817,NA,Calypogeia granulata Inoue,Plantae
Calypogeia muelleriana,2689329,NA,Calypogeia muelleriana (Schiffn.) Müll.Frib.,Plantae
Capparis flavicans,7483483,NA,Capparis flavicans Kurz,Plantae
Castanea dentata,5333230,NA,Castanea dentata (Marshall) Borkh.,Plantae
Chrysanthemum spp.,3150746,NA,Chrysanthemum L.,Plantae
Citrus sunki,3837733,3190156,Citrus × sunki (Hayata) Yu.Tanaka,Plantae
Citrus unshiu Marc.,3190155,NA,Citrus L.,Plantae
Commiphora molmol,3994212,3994082,Commiphora molmol (Engl.) Engl. ex Tschirch,Plantae
Commiphora sphaerocarpa,3993213,NA,Commiphora sphaerocarpa Chiov.,Plantae
Cota saguramica,5831366,NA,Cota saguramica (Sosn.) Lo Presti & Oberpr.,Plantae
Cryptocarya angulata,4178598,NA,Cryptocarya angulata C.T.White,Plantae
Curcuma aromatica,2757544,NA,Curcuma aromatica Salisb.,Plantae
Curcuma harmandii,2757599,NA,Curcuma harmandii Gagnep.,Plantae
Curcuma mangga,2757639,NA,Curcuma mangga Valeton & Zijp,Plantae
Curcuma ochrorhiza,2757632,2757624,Curcuma ochrorhiza Valeton,Plantae
Curcuma trichosantha,2757657,NA,Curcuma trichosantha Gagnep.,Plantae
Curcuma xanthorrhiza,3990387,NA,Curcuma xanthorrhiza D.Dietr.,Plantae
Cyathocline purpurea,3142265,NA,Cyathocline purpurea (Buch.-Ham. ex D.Don) Kuntze,Plantae
Cymbopogon nervatus,4138622,NA,Cymbopogon nervatus (Hochst.) Chiov.,Plantae
Cyperus conglomeratus,2714301,NA,Cyperus conglomeratus Rottb.,Plantae
Cyperus erectus,2718633,NA,Cyperus erectus (Schumach.) Mattf. & Kük.,Plantae
Cyperus rotundus,2714818,NA,Cyperus rotundus L.,Plantae
Cyperus rotundus L.,2714818,NA,Cyperus rotundus L.,Plantae
Daniellia oliveri,2948733,NA,Daniellia oliveri (Rolfe) Hutch. & Dalziel,Plantae
Daphne composita,5523654,NA,Daphne composita (L.fil.) Gilg,Plantae
Doona spp.,7299053,NA,Doona Thwaites,Plantae
Elaphoglossum lindbergii,7288668,7675057,Elaphoglossum lindbergii (Mett.) Rosenst.,Plantae
Entandrophragma cylindricum,3850935,NA,Entandrophragma cylindricum (Sprague) Sprague,Plantae
Eriosolena composita,7311385,5523654,Eriosolena composita (L.fil.) Merr.,Plantae
Eucalyptus astringens,3176973,NA,Eucalyptus astringens (Maiden) Maiden,Plantae
Ferula ammoniacum,8628529,NA,"Ferula ammoniacum (D.Don) Spalik, M.Panahi, Piwczyñski & Puchalka",Plantae
Frullania aterrima var. lepida,9009282,7383494,Frullania aterrima var. lepida E.A.Hodgs.,Plantae
Frullania congesta,9511949,NA,"Frullania congesta Gottsche, Lindenb. & Nees",Plantae
Frullania falciloba,8788106,NA,Frullania falciloba Lehm.,Plantae
Frullania fragilifolia,5836834,NA,"Frullania fragilifolia (Taylor) Gottsche, Lindenb. & Nees",Plantae
Frullania fugax,7510228,NA,"Frullania fugax (Hook.f. & Taylor) Gottsche, Lindenb. & Nees",Plantae
Frullania incumbens,9080106,NA,Frullania incumbens Mitt.,Plantae
Frullania lobulata,9556683,NA,Frullania lobulata (Hook.) Hook. & Nees,Plantae
Frullania media,7756626,NA,Frullania media (E.A.Hodgs.) S.Hatt.,Plantae
Frullania monocera,7356461,NA,"Frullania monocera (Hook.f. & Taylor) Gottsche, Lindenb. & Nees",Plantae
Frullania ptychantha,7492637,NA,Frullania ptychantha Mont.,Plantae
Frullania serrata,7403867,NA,Frullania serrata Gottsche,Plantae
Grindelia hirsutula,3146233,NA,Grindelia hirsutula Hook. & Arn.,Plantae
Helenium autumnale,5401877,NA,Helenium autumnale L.,Plantae
Helichrysum harveyanum,3131874,NA,Helichrysum harveyanum Wild,Plantae
Helichrysum italicum,3131614,NA,Helichrysum italicum (Roth) G.Don,Plantae
Helichrysum stoechas,3131494,NA,Helichrysum stoechas (L.) Moench,Plantae
Hypericum androsaemum,3189525,NA,Hypericum androsaemum L.,Plantae
Inula helenium,3148340,NA,Inula helenium L.,Plantae
Inula racemosa,4933624,NA,Inula racemosa Hook.fil.,Plantae
Ipomoea hederacea,2928538,NA,Ipomoea hederacea Jacq.,Plantae
Kleinia pendula,5405697,NA,Kleinia pendula (Forssk.) DC.,Plantae
Launea,4255554,3144659,Launea Endl.,Plantae
Lepidozia fauriana,8017752,NA,Lepidozia fauriana Stephani,Plantae
Lepidozia vitrea,7817817,NA,Lepidozia vitrea Steph.,Plantae
Leucocarpus perfoliatus,3737859,NA,Leucocarpus perfoliatus (Kunth) Benth.,Plantae
Liatris elegans,3104323,NA,Liatris elegans (Walter) Michx.,Plantae
Libanotis intermedia,5540481,7224121,Libanotis intermedia Rupr.,Plantae
Linzia glabra,4241144,NA,Linzia glabra Steetz,Plantae
Lippia rehmannii,4084647,NA,Lippia rehmannii H.Pearson,Plantae
Machilus japonica,7304354,NA,Machilus japonica Siebold & Zucc.,Plantae
Machilus thunbergii,4177874,NA,Machilus thunbergii Siebold & Zucc.,Plantae
Malus sieboldii,3001650,7848132,Malus sieboldii (Regel) Rehder,Plantae
Marsilea quadrifolia,5274875,NA,Marsilea quadrifolia L.,Plantae
Marsupella aquatica,4277093,NA,Marsupella aquatica (Lindenb.) Schiffn.,Plantae
Melampodium camphoratum,7872731,NA,"Melampodium camphoratum Benth. & Hook.f., 1873",Plantae
Mentha insularis,3899850,NA,Mentha insularis Req. ex Gren. & Godr.,Plantae
Micranthes stellaris,5567578,NA,"Micranthes stellaris (L.) Galasso, Banfi & Soldano",Plantae
Myrcia tricona,10693758,NA,Myrcia tricona (D.Legrand) A.R.Lourenço & E.Lucas,Plantae
Nectandra salicina,5685909,9582901,Nectandra salicina C.K.Allen,Plantae
Neolitsea aciculata,7304524,NA,Neolitsea aciculata (Blume) Koidz.,Plantae
Nigella damascena,5371702,NA,Nigella damascena L.,Plantae
Ocimum campechianum,2927098,NA,Ocimum campechianum Mill.,Plantae
Ocimum micranthum,2927099,2927098,Ocimum micranthum Willd.,Plantae
Ocimum tenuiflorum,2927100,NA,Ocimum tenuiflorum L.,Plantae
Ocotea gomezii,4181265,NA,Ocotea gomezii W.C.Burger,Plantae
Ophryosporus charua,3140057,NA,Ophryosporus charua (Griseb.) Hieron.,Plantae
Oxytropis pseudoglandulosa,5361379,NA,Oxytropis pseudoglandulosa Gontsch. ex Grubov,Plantae
Pectis brevipedunculata,5405460,NA,Pectis brevipedunculata (Gardner) Sch.Bip.,Plantae
Pectis elongata var. floribunda,5702886,5405440,Pectis elongata var. floribunda (A.Rich.) D.J.Keil,Plantae
Pedicularis plicata,3740166,NA,Pedicularis plicata Maxim.,Plantae
Pelargonium endlicherianum,3828799,NA,Pelargonium endlicherianum Fenzl,Plantae
Perezia lactucoides,5391438,NA,Perezia lactucoides (Vahl) Less.,Plantae
Perezia pilifera,7384805,NA,Perezia pilifera (D.Don) Hook. & Arn.,Plantae
Perezia recurvata,5391398,NA,Perezia recurvata (Vahl) Less.,Plantae
Peucedanum paniculatum,6720,NA,Apiaceae,Plantae
Peucedanum paniculatum L.,6720,NA,Apiaceae,Plantae
Peucedanum zenkeri,3640193,3628909,Peucedanum zenkeri Engl.,Plantae
Pinus monticola,5285621,NA,Pinus monticola Douglas ex D.Don,Plantae
Piper arboreum,7304860,NA,Piper arboreum Aubl.,Plantae
Piper cernuum,7304919,NA,Piper cernuum Vell.,Plantae
Piper fimbriulatum,4191134,NA,Piper fimbriulatum C.DC. ex T.Durand & Pittier,Plantae
Piper gaudichaudianum,7450032,NA,Piper gaudichaudianum (Kunth) Kunth ex Steud.,Plantae
Pittosporum viridiflorum,2986302,NA,Pittosporum viridiflorum Sims,Plantae
Plantago hookeriana,3189719,NA,Plantago hookeriana Fisch. & C.A.Mey.,Plantae
Polyscias fruticosa,3035652,NA,Polyscias fruticosa (L.) Harms,Plantae
Porella acutifolia,7913910,NA,Porella acutifolia (Lehm. & Lindenb.) Trevis.,Plantae
Psiadia altissima,3119725,NA,Psiadia altissima (DC.) Benth. & Hook.fil.,Plantae
Pterodon emarginatus,5342608,NA,Pterodon emarginatus Vogel,Plantae
Rabdosia flexicaulis,5607314,5609021,Rabdosia flexicaulis C.Y.Wu & H.W.Li,Plantae
Rapanea neurophylla,3719341,7899792,Rapanea neurophylla (Gilg) Mez,Plantae
Rogeria adenophylla,5527272,NA,Rogeria adenophylla J.Gay,Plantae
Saccogyna viticulosa,2689016,NA,Saccogyna viticulosa (L.) Dumort.,Plantae
Salvia ianthina,3899761,NA,Salvia × ianthina Otto & A.Dietr.,Plantae
Saussurea costus,5404129,10864861,Saussurea costus (Falc.) Lipsch.,Plantae
Solanum agrimoniifolium,2929602,2929599,Solanum agrimoniifolium (Luckwill) J.F.Macbr.,Plantae
Solanum habrochaites,2929599,NA,Solanum habrochaites S.Knapp & D.M.Spooner,Plantae
Solanum incisum,2932413,2932412,Solanum incisum Griseb.,Plantae
Solanum stuckertii,2929997,NA,Solanum stuckertii Bitter,Plantae
Solenostoma triste,5710180,2689392,Solenostoma triste (Nees) K.Mueller,Plantae
Sonchus gummifer,3105664,NA,Sonchus gummifer Link,Plantae
Stemodia maritima,3171747,NA,Stemodia maritima L.,Plantae
Stephania hispidula,5592837,5592802,Stephania hispidula (Yamam.) Yamam.,Plantae
Stephania tetrandra,5592737,NA,Stephania tetrandra S.Moore,Plantae
Tamarindus indica,2975768,NA,Tamarindus indica L.,Plantae
Thujopsis dolabrata,2684102,NA,Thujopsis dolabrata (Thunb. ex L.f.) Siebold & Zucc.,Plantae
Thujopsis dolabrata var. dolabrata,7230666,NA,Thujopsis dolabrata var. dolabrata,Plantae
Tordylium apulum,3034902,NA,Tordylium apulum L.,Plantae
Trifolium hybridum,6109535,NA,Trifolium hybridum L.,Plantae
Trilophozia quinquedentata,7506619,NA,Trilophozia quinquedentata (Huds.) Bakalin,Plantae
Tritomaria quinquedentata,2689224,7506619,Tritomaria quinquedentata (Huds.) H.Buch,Plantae
Tritomaria quinquedentata (Huds.),2689224,7506619,Tritomaria quinquedentata (Huds.) H.Buch,Plantae
Tunica prolifera,5384590,3085619,Tunica prolifera (L.) Scop.,Plantae
Uvaria narum,3154387,NA,Uvaria narum Wall.,Plantae
Vaccaria hispanica,3085320,8091998,Vaccaria hispanica (Mill.) Rauschert,Plantae
Verbesina diversifolia,3148059,NA,Verbesina diversifolia DC.,Plantae
Wedelia scaberrima,7577394,NA,"Wedelia scaberrima Hook.f., 1881",Plantae
Xylopia holtzii,3157291,3157027,Xylopia holtzii Engl.,Plantae
Xylosalsola richteri,3760130,NA,Xylosalsola richteri (Moq.) Akhani & Roalson,Plantae
Xyris semifuscata,4008706,7227323,Xyris semifuscata Bojer ex Baker,Plantae
Zanthoxylum gardneri,3838225,NA,Zanthoxylum gardneri (Engl.) Engl.,Plantae
Zanthoxylum kauaense,3190096,NA,Zanthoxylum kauaense A.Gray,Plantae
Zingiber mioga,2757086,NA,Zingiber mioga (Thunb.) Roscoe,Plantae
Zinnia elegans,3111754,NA,Zinnia elegans Jacq.,Plantae
Zinnia violacea,3111758,3111754,Zinnia violacea Cav.,Plantae
Calendula arvensis,9182765,NA,Calendula arvensis L.,Plantae
Euphorbia bupleuroides,3063927,NA,Euphorbia bupleuroides Desf.,Plantae
Macaranga schweinfurthii,3073948,NA,Macaranga schweinfurthii Pax,Plantae
Vertebrata lanosa,2660688,NA,Vertebrata lanosa (L.) T.A.Chr.,Plantae
Daphne acutiloba,5524464,NA,Daphne acutiloba Rehder,Plantae
Daphne oleoides,7311536,NA,Daphne oleoides Schreb.,Plantae
Thymelaea hirsuta,5523602,NA,Thymelaea hirsuta (L.) Endl.,Plantae
Alchornea cordifolia,3055371,NA,Alchornea cordifolia (Schumach. & Thonn.) Müll.Arg.,Plantae
Amomum daniellii,5301898,2758926,Amomum daniellii Hook.f.,Plantae
Bauhinia retusa,5386,NA,Fabaceae,Plantae
Coptis chinensis,7277323,NA,Coptis chinensis Franch.,Plantae
Coptis deltoidea,4931397,NA,Coptis deltoidea C.Y.Cheng & P.K.Hsiao,Plantae
Coptis teeta,8332947,NA,Coptis teeta Wall.,Plantae
Corydalis persica,7315175,7315293,Corydalis persica Cham. & Schltdl.,Plantae
Corynanthe pachyceras,2901474,NA,Corynanthe pachyceras K.Schum.,Plantae
Cota tinctoria,5390618,NA,Cota tinctoria (L.) J.Gay,Plantae
Cynoglossum amabile,2925816,NA,Cynoglossum amabile Stapf & J.R.Drumm.,Plantae
Fagara chalybea Engl.,5593672,7557554,Fagara chalybea (Engl.) Engl.,Plantae
Fagara holstii,3232939,3190076,Fagara Duhamel,Plantae
Fagaropsis glabra,3835855,NA,Fagaropsis glabra Capuron,Plantae
Garcinia lucida,3713918,NA,Garcinia lucida Vesque,Plantae
Glaucium corniculatum,5334188,NA,Glaucium corniculatum (L.) Rudolph,Plantae
Glaucium elegans,7315057,NA,Glaucium elegans Fisch. & C.A.Mey.,Plantae
Glaucium grandiflorum,7315030,NA,Glaucium grandiflorum Boiss. & A.Huet,Plantae
Glycosmis pseudoracemosa,3832657,NA,Glycosmis pseudoracemosa (Guillaumin) Swingle,Plantae
Inula grantioides,3148419,3125409,Inula grantioides Boiss.,Plantae
Lathyrus tingitanus,5356578,NA,Lathyrus tingitanus L.,Plantae
Myoporum acuminatum,7335199,NA,Myoporum acuminatum R.Br.,Plantae
Peucedanum oroselinum,7318776,NA,Peucedanum oroselinum,Plantae
Plectranthus caninus,3905626,5605819,Plectranthus caninus B.Heyne ex Roth,Plantae
Rauvolfia salicifolia,7316798,NA,Rauvolfia salicifolia Griseb.,Plantae
Tetradium glabrifolium,7269372,NA,Tetradium glabrifolium (Champ. ex Benth.) T.G.Hartley,Plantae
Toddalia asiatica Lamk.,7896627,10789822,Toddalia asiatica (L.) Lam.,Plantae
Xylocarpus granatum,3190517,NA,Xylocarpus granatum J.Koenig,Plantae
Zanthoxylum ailanthoides,7269097,NA,Zanthoxylum ailanthoides Siebold & Zucc.,Plantae
Zanthoxylum coriaceum,3190076,NA,Zanthoxylum L.,Plantae
Zanthoxylum gilletii,3838162,NA,Zanthoxylum gilletii (De Wild.) P.G.Waterman,Plantae
Zanthoxylum leprieurii,3837127,NA,Zanthoxylum leprieurii Guill. & Perr.,Plantae
Zanthoxylum madagascariense,3836837,NA,Zanthoxylum madagascariense Baker,Plantae
Zanthoxylum nitidum,7269365,NA,Zanthoxylum nitidum (Roxb.) DC.,Plantae
Zanthoxylum spinosum Swingle,3834125,NA,Zanthoxylum spinosum (Sw.) Sw.,Plantae
Zanthoxylum tessmannii,3833767,3838162,Zanthoxylum tessmannii (Engl.) Ayafor,Plantae
Bryum capillare,7259189,2677117,Bryum capillare Hedw.,Plantae
Chamomilla recutita (L.) Rauschert,5391086,8370958,Chamomilla recutita (L.) Rauschert,Plantae
Eichhornia crassipes,2765940,2765942,Eichhornia crassipes (Mart.) Solms,Plantae
Lupinus spp.,2963774,NA,Lupinus L.,Plantae
Monarda punctata,5341413,NA,Monarda punctata L.,Plantae
Abrus fruticulosus,5348700,NA,Abrus fruticulosus Wall. ex Wight & Arn.,Plantae
Ambrosia hispida,3110680,NA,Ambrosia hispida Pursh,Plantae
Ambrosia maritima,7499720,NA,Ambrosia maritima L.,Plantae
Heterostemma brownii,5733643,NA,Heterostemma brownii Hayata,Plantae
Hymenoclea monogyra,5393217,3110726,Hymenoclea monogyra Torr. & A.Gray,Plantae
Lonas annua,3110810,NA,Lonas annua (L.) Vines & Druce,Plantae
Parthenium bipinnatifidum,3086791,NA,Parthenium bipinnatifidum (Ortega) Rollins,Plantae
Penstemon diffusus,7332662,7670508,Penstemon diffusus Douglas,Plantae
Peronema canescens,3889106,NA,Peronema canescens Jack,Plantae
Rumex bequaertii,4035992,NA,Rumex bequaertii De Wild.,Plantae
Vitex polygama,7309300,NA,Vitex polygama Cham.,Plantae
Coleus grandidentatus,10940740,NA,Coleus grandidentatus (Gürke) A.J.Paton,Plantae
Coleus hereroensis,10968168,NA,Coleus hereroensis (Engl.) A.J.Paton,Plantae
Coleus sanguineus,10918349,NA,Coleus sanguineus (Britten) A.J.Paton,Plantae
Lepechinia bullata,3889021,NA,Lepechinia bullata (Kunth) Epling,Plantae
Plectranthus grandidentatus,3904457,10940740,Plectranthus grandidentatus Gürke,Plantae
Plectranthus sanguineus,3901778,10918349,Plectranthus sanguineus Britten,Plantae
Salvia blepharochlaena,3883549,NA,Salvia blepharochlaena Hedge & Hub.-Mor.,Plantae
Salvia bracteata,8331181,NA,Salvia bracteata Banks & Sol.,Plantae
Salvia deserti,3904107,NA,Salvia deserti Decne.,Plantae
Salvia eriophora,3903036,NA,Salvia eriophora Boiss. & Kotschy,Plantae
Salvia hypargeia,3899840,NA,Salvia hypargeia Fisch. & C.A.Mey.,Plantae
Salvia lavanduloides,7308690,NA,Salvia lavanduloides Kunth,Plantae
Salvia napifolia,8123758,NA,Salvia napifolia Jacq.,Plantae
Salvia pachystachya,3893324,NA,Salvia pachystachya Trautv.,Plantae
Salvia pisidica,3891998,NA,Salvia pisidica Boiss. & Heldr. ex Benth.,Plantae
Salvia reptans,3889656,NA,Salvia reptans Jacq.,Plantae
Salvia verbenaca,6409706,NA,Salvia verbenaca L.,Plantae
Salvia wiedemannii,7378895,NA,Salvia wiedemannii Boiss.,Plantae
Stachys mialhesii,3905753,NA,Stachys mialhesii de Noé,Plantae
Astragalus zahlbruckneri,5633402,5352763,Astragalus zahlbruckneri Hand.-Mazz.,Plantae
Pajanelia multijuga,4094453,4094464,Pajanelia multijuga (Wall.) DC.,Plantae
Picrasma crenata,3708970,NA,Picrasma crenata (Vell.) Engl.,Plantae
Solanum aculeatissimum,2929394,NA,Solanum aculeatissimum Jacq.,Plantae
Scabrethia scabra,3129097,NA,Scabrethia scabra (Hook.) W.A.Weber,Plantae
Adenocarpus intermedius,2951650,7225406,Adenocarpus intermedius DC.,Plantae
Albizia julibrissin,2972983,NA,Albizia julibrissin Durazz.,Plantae
Alcea rosea,5406789,NA,Alcea rosea L.,Plantae
Alisma orienatale,2865103,2865101,Alisma orientale (Sam.) Juz.,Plantae
Alisma orientalis,2865103,2865101,Alisma orientale (Sam.) Juz.,Plantae
Alisma plantago-aquatica subsp. orientale,2865101,NA,Alisma plantago-aquatica subsp. orientale (Sam.) Sam.,Plantae
Aloe ibitiensis,2778133,NA,Aloe ibitiensis H.Perrier,Plantae
Alpinia blepharocalyx,5302272,5302271,Alpinia blepharocalyx K.Schum.,Plantae
Aquilegia adoxoides,3921561,7276576,Aquilegia adoxoides (DC.) Ohwi,Plantae
Araiostegiella perdurans,4205226,4204661,Araiostegiella perdurans (Christ) M.Kato & Tsutsumi,Plantae
Aristolochia heterophylla,3588841,3589461,Aristolochia heterophylla Hemsl.,Plantae
Aristolochia kaempferi,7313745,3589461,Aristolochia kaempferi Willd.,Plantae
Aster indicus,3065,NA,Asteraceae,Plantae
Bauhinia tarapotensis,2953235,NA,Bauhinia tarapotensis Benth.,Plantae
Botryocladia leptopoda,2663167,NA,"Botryocladia leptopoda (J.Agardh) Kylin, 1931",Plantae
Calocephalus brownii,5406261,NA,Calocephalus brownii (Cass.) F.Muell.,Plantae
Chamaebatia foliolosa,3000918,NA,Chamaebatia foliolosa Benth.,Plantae
Cucumis sativus L.,2874569,NA,Cucumis sativus L.,Plantae
Dalbergia,2968358,NA,Dalbergia L.f.,Plantae
Doronicum austriacum,7389416,NA,Doronicum austriacum Jacq.,Plantae
Eucalyptus jenseni,3176570,NA,Eucalyptus jensenii Maiden,Plantae
Euonymus tingens,3793460,NA,Euonymus tingens Wall.,Plantae
Euphorbia cornigera,3068190,NA,Euphorbia cornigera Boiss.,Plantae
Guatteria dielsiana,3155861,3154197,Guatteria dielsiana R.E.Fr.,Plantae
Helianthus occidentalis,3119248,NA,Helianthus occidentalis Riddell,Plantae
