original_name,gbif_id,gbif_accepted_id,gbif_accepted_name,kingdom
Embelia barbeyana,3721068,3720338,Embelia barbeyana Mez,Plantae
Ephedra Sinica,12314157,NA,Ephedra,Plantae
Epimedium acuminatum,3981102,NA,Epimedium acuminatum Franch.,Plantae
Epimedium dolichostemen,3980882,NA,Epimedium dolichostemon Stearn,Plantae
Epimedium dolichostemon,3980882,NA,Epimedium dolichostemon Stearn,Plantae
Epimedium fargesii,3980829,NA,Epimedium fargesii Franch.,Plantae
Epimedium franchetii,3980820,NA,Epimedium franchetii Stearn,Plantae
Epimedium leishanense,3033908,NA,Epimedium L.,Plantae
Epimedium leptorrhizum,3982226,NA,Epimedium leptorrhizum Stearn,Plantae
Epimedium membranaceum,7728936,4938134,Epimedium membranaceum K.Mey.,Plantae
Epimedium myrianthum,3982138,NA,Epimedium myrianthum Stearn,Plantae
Epimedium pauciflorum,3982093,NA,Epimedium pauciflorum K.C.Yen,Plantae
Epimedium stellatum,3981851,NA,Epimedium stellulatum Stearn,Plantae
Epimedium zhenbaense,3033908,NA,Epimedium L.,Plantae
Epimedium zhushanense,3981770,NA,Epimedium zhushanense K.F.Wu & S.X.Qian,Plantae
Equisetum hiemale,2687927,NA,Equisetum hyemale L.,Plantae
Equisetum hyemale,2687927,NA,Equisetum hyemale L.,Plantae
Eremocarpus setiger,4930696,4930695,Eremocarpus setiger (Hook.) Benth.,Plantae
Eremostachys moluccelloides,7308737,7861501,Eremostachys molucelloides Bunge,Plantae
Ericameria diffusa,4220825,5386279,Ericameria diffusum Benth.,Plantae
Eriocephalus pauperrimus,3130146,NA,Eriocephalus pauperrimus Merxm. & Eberle,Plantae
Eriostemon thryptomenoides,5593379,3838029,Eriostemon thryptomenoides S.Moore,Plantae
Eruca vesicaria,5375920,NA,Eruca vesicaria (L.) Cav.,Plantae
Eryngium campestre,3034426,NA,Eryngium campestre L.,Plantae
Erysimum canescens,3048673,NA,Erysimum canescens Roth,Plantae
Erythrina pallida,5349619,NA,Erythrina pallida Britton & Rose,Plantae
Erythrophleum couminga,2971188,NA,Erythrophleum couminga Baill.,Plantae
Erythroxylum microphyllum,7284886,NA,Erythroxylum microphyllum A.St.-Hil.,Plantae
Eucalyptus australiana,3176658,7330454,Eucalyptus australiana R.T.Baker & H.G.Sm.,Plantae
Eucalyptus camaldulensis var. pendula,3717221,7505467,Eucalyptus camaldulensis var. pendula Blakely & Jacobs,Plantae
Eucalyptus resinifera,3176649,NA,Eucalyptus resinifera Sm.,Plantae
Eucalyptus sieberiana,7330780,3177330,Eucalyptus sieberiana F.Muell.,Plantae
Eugenia doubledayi,5417412,NA,Eugenia doubledayi Standl.,Plantae
Eugenia edulis,5014,NA,Myrtaceae,Plantae
Eugenia hirta,5417018,NA,Eugenia hirta O.Berg,Plantae
Eugenia jambolana,5014,NA,Myrtaceae,Plantae
Eugenia selloi,5418007,NA,Eugenia selloi B.D.Jacks.,Plantae
Eumorphia sericea,5393790,NA,Eumorphia sericea J.M.Wood & M.S.Evans,Plantae
Eupatorium birmanicum,5402953,7222852,Eupatorium birmanicum DC.,Plantae
Eupatorium lindleyanum,5402831,NA,Eupatorium lindleyanum DC.,Plantae
Eupatorium villosum,3144909,NA,Koanophyllon Arruda,Plantae
Euphorbia altotibetica,3066126,NA,Euphorbia altotibetica Paulsen,Plantae
Euphorbia chamaesyce,3067869,NA,Euphorbia chamaesyce L.,Plantae
Euphorbia dracunculoides,3070194,NA,Euphorbia dracunculoides Lam.,Plantae
Euphorbia franchetii,3064619,NA,Euphorbia franchetii B.Fedtsch.,Plantae
Euphorbia geniculata,7639899,NA,"Euphorbia geniculata Sessé & Moc., 1888",Plantae
Euphorbia heteradena,3064807,NA,Euphorbia heteradena Jaub. & Spach,Plantae
Euphorbia lunulata,3064419,7225893,Euphorbia lunulata Bunge,Plantae
Euphorbia maculata,3067119,NA,Euphorbia maculata L.,Plantae
Euphorbia magalanta,3064809,3064807,Euphorbia megalantha Boiss.,Plantae
Euphorbia officinarum,3067956,NA,Euphorbia officinarum L.,Plantae
Euphorbia smirnovii,3067654,NA,Euphorbia smirnovii Geltman,Plantae
Euphorbia virgata,7402123,NA,Euphorbia virgata Waldst. & Kit.,Plantae
Euphrasia genargentea,8958744,7958564,Euphrasia genargentea (Feoli) Diana,Plantae
Eurycoma harmandiana,3709202,NA,Eurycoma harmandiana Pierre,Plantae
Euterpe precatoria,5293425,NA,Euterpe precatoria Mart.,Plantae
Fabiana densa,7299187,NA,Fabiana densa J.Rémy,Plantae
Fagara zanthoxyloides,5594335,3833043,Fagara zanthoxyloides Lam.,Plantae
Fagonia mollis,6384908,NA,Fagonia mollis Delile,Plantae
Fagonia schweinfurthii,6084564,3987305,Fagonia schweinfurthii (Hadidi) Hadidi,Plantae
Farsetia aegyptia,3047968,NA,Farsetia aegyptia Turra,Plantae
Fimbristylis tetragona,2708425,NA,Fimbristylis tetragona R.Br.,Plantae
Flemingia chappar,5359863,NA,Flemingia chappar Buch.-Ham. ex Benth.,Plantae
Flindersia dissosperma,3835511,NA,Flindersia dissosperma (F.Muell.) Domin,Plantae
Fouquieria splendens,2927459,NA,Fouquieria splendens Engelm.,Plantae
Fraxinus raibocarpa,3684520,NA,Fraxinus raibocarpa Regel,Plantae
Fuirena ciliaris,2719118,NA,Fuirena ciliaris (L.) Roxb.,Plantae
Fuirena incrassata,2719111,NA,Fuirena incrassata S.T.Blake,Plantae
Galium dasypodum,2913329,2913315,Galium dasypodum Klokov,Plantae
Garcinia mangostana L,3189571,NA,Garcinia mangostana L.,Plantae
Gentiana manshurica,3841132,NA,Gentiana manshurica Kitag.,Plantae
Gentiana rigescens,7964499,NA,Gentiana rigescens Franch. ex Hemsl.,Plantae
Gentiana thunbergii,3840095,NA,Gentiana thunbergii (G.Don) Griseb.,Plantae
Gentiana triflora,7269845,NA,Gentiana triflora Pall.,Plantae
Geranium pusillum,2890212,NA,Geranium pusillum L.,Plantae
Geranium rectum,2890426,NA,Geranium rectum Trautv.,Plantae
Geranium robertianum,2890668,NA,Geranium robertianum L.,Plantae
Geranium sanguineum,2890920,NA,Geranium sanguineum L.,Plantae
Gesneria cardinalis,5591821,3818456,Gesneria cardinalis Lehm.,Plantae
Geum rivale,5369701,NA,Geum rivale L.,Plantae
Glochidion sphaerogynum,3080312,NA,Glochidion sphaerogynum (Müll.Arg.) Kurz,Plantae
Glossocalyx brevipes,7264496,NA,Glossocalyx brevipes Benth.,Plantae
Glycine canescens,5359650,NA,Glycine canescens F.J.Herm.,Plantae
Glycine tabacina,5359681,NA,Glycine tabacina (Labill.) Benth.,Plantae
Glycyrrhiza pallidiflora,2965741,NA,Glycyrrhiza pallidiflora Maxim.,Plantae
Guarea trichilioides,3190504,3190500,Guarea trichilioides L.,Plantae
Guiera senegalensis,3699789,NA,Guiera senegalensis J.F.Gmel.,Plantae
Gutierrezia alamanii,5385065,5385064,Gutierrezia alamanii A.Gray,Plantae
Gutierrezia microcephala,5385099,NA,Gutierrezia microcephala (DC.) A.Gray,Plantae
Gutierrezia wrightii,5385061,NA,Gutierrezia wrightii A.Gray,Plantae
Gynostemma cardiospermum,8141711,NA,Gynostemma cardiospermum Cogn. ex Oliv.,Plantae
Gynura divaricata,3139895,NA,Gynura divaricata (L.) DC.,Plantae
Haematoxylum sp.,2950902,NA,Haematoxylum L.,Plantae
Havardia albicans,2933859,NA,Havardia albicans (Kunth) Britton & Rose,Plantae
Hedeoma multiflora,3888088,NA,Hedeoma multiflora Benth.,Plantae
Hedysarum caucasicum,2961116,NA,Hedysarum caucasicum M.Bieb.,Plantae
Hedysarum coronarium,2960919,5928735,Hedysarum coronarium L.,Plantae
Hedysarum sericeum,5386,NA,Fabaceae,Plantae
Helianthus divaricatus,3119249,NA,Helianthus divaricatus L.,Plantae
Helichrysum armenium,3131754,NA,Helichrysum armenium DC.,Plantae
Helichrysum davenportii,3086774,5385015,Helichrysum davenportii F.Muell.,Plantae
Helichrysum graveolen,3131479,NA,Helichrysum graveolens (M.Bieb.) Sweet,Plantae
Helichrysum lepidissimum,3131788,NA,Helichrysum lepidissimum S.Moore,Plantae
Heliotropium bovei,4067324,NA,Heliotropium bovei Boiss.,Plantae
Heliotropium eichwaldii,2925766,NA,Heliotropium L.,Plantae
Helleborus atrorubens,7277181,6710445,Helleborus atrorubens Waldst. & Kit.,Plantae
Helleborus multifidus,7277089,NA,Helleborus multifidus Vis.,Plantae
Herniaria mauritanica,3594286,NA,Herniaria mauritanica Murb.,Plantae
Heuchera cylindrica,3032670,NA,Heuchera cylindrica Douglas,Plantae
Hippocratea excelsa,3792203,3794448,Hippocratea excelsa Kunth,Plantae
Hippocratea mucronata,3791155,5580304,Hippocratea mucronata Exell,Plantae
Hippophae sp.,3039284,NA,Hippophae L.,Plantae
Hopea utilis,5669004,NA,Hopea utilis (Bedd.) Bole,Plantae
Hunteria zeylanica,5536465,NA,Hunteria zeylanica (Retz.) Gardner ex Thwaites,Plantae
Hydrangea arborescens,2985986,NA,Hydrangea arborescens L.,Plantae
Hydrangea aspera,3645663,NA,Hydrangea aspera Buch.-Ham. ex D.Don,Plantae
Hydrangea heteromalla,3645102,NA,Hydrangea heteromalla D.Don,Plantae
Hydrangea integrifolia,3645710,NA,Hydrangea integrifolia Hayata,Plantae
Hydrangea paniculata,2985995,NA,Hydrangea paniculata Siebold,Plantae
Hydrangea seemannii,3645601,NA,Hydrangea seemannii L.Riley,Plantae
Hydrophyllum sp.,8906001,NA,Hydrophyllum L.,Plantae
Hydrophyllum tenuipes,2928272,NA,Hydrophyllum tenuipes A.Heller,Plantae
Hydrophyllum virginianum,2928281,NA,Hydrophyllum virginianum L.,Plantae
Hylotelephium ewersii,4202057,NA,Hylotelephium ewersii (Ledeb.) H.Ohba,Plantae
Hyoseris radiata,3134555,NA,Hyoseris radiata L.,Plantae
Hypericum elegans,8212814,NA,Hypericum elegans Steph. ex Willd.,Plantae
Hypericum revolutum,7330049,NA,Hypericum revolutum Vahl,Plantae
Hypnum cupressiforme,2681972,NA,Hypnum cupressiforme Hedw.,Plantae
Ichnocarpus frutescens,7778424,NA,Ichnocarpus frutescens (L.) W.T.Aiton,Plantae
Ilex ambigua,7412408,NA,Ilex ambigua (Michx.) Elliott,Plantae
Ilex amelanchier,5414275,NA,Ilex amelanchier M.A.Curtis ex Chapm.,Plantae
Ilex amplifolia,5534705,NA,Ilex amplifolia Rusby,Plantae
Ilex boliviana,7315790,NA,Ilex boliviana Britton ex Rusby,Plantae
Ilex brasiliensis,7315767,NA,Ilex brasiliensis (Spreng.) Loes.,Plantae
Ilex canariensis,7315701,NA,Ilex canariensis Poir.,Plantae
Ilex cassine,5414255,NA,Ilex cassine L.,Plantae
Ilex chamaedryfolia,7315927,NA,Ilex chamaedryfolia Reissek,Plantae
Ilex colchica,7315866,NA,Ilex colchica Pojark.,Plantae
Ilex conocarpa,7315846,NA,Ilex conocarpa Reissek,Plantae
Ilex crenata,5414239,NA,Ilex crenata Thunb.,Plantae
Ilex decidua,5414259,NA,Ilex decidua Walter,Plantae
Ilex discolor,7315967,NA,Ilex discolor Hemsl.,Plantae
Ilex diuretica,5534612,NA,Ilex diuretica Mart. ex Reissek,Plantae
Ilex ficoidea,7315806,NA,Ilex ficoidea Hemsl.,Plantae
Ilex glabra,5414266,NA,Ilex glabra (L.) A.Gray,Plantae
Ilex guianensis,5414246,NA,Ilex guianensis (Aubl.) Kuntze,Plantae
Ilex integerrima,7315839,NA,Ilex integerrima (Vell.) Reissek,Plantae
Ilex krugiana,8174484,NA,Ilex krugiana Loes. ex Urb.,Plantae
Ilex laevigata,5414226,NA,Ilex laevigata (Pursh) A.Gray,Plantae
Ilex leucoclada,5534683,NA,Ilex leucoclada Makino,Plantae
Ilex maximowicziana,7315786,NA,Ilex maximowicziana Loes.,Plantae
Ilex mitis,5533588,NA,Ilex mitis (L.) Radlk.,Plantae
Ilex montana,5414241,NA,Ilex montana Torr. & A.Gray,Plantae
Ilex nitida,5414274,NA,Ilex nitida (Vahl) Maxim.,Plantae
Ilex ovalis,5533880,NA,Ilex ovalis (Ruiz & Pav.) Loes.,Plantae
Ilex pseudovaccinium,7315870,NA,Ilex pseudovaccinium Reissek ex Maxim.,Plantae
Ilex quercetorum,5534060,NA,Ilex quercetorum I.M.Johnst.,Plantae
Ilex sideroxyloides,5414251,NA,Ilex sideroxyloides (Sw.) Griseb.,Plantae
Ilex teratopis,5533799,NA,Ilex teratopis Loes.,Plantae
Ilex vitis-idaea,5534126,NA,Ilex vitis-idaea Loes.,Plantae
Impatiens capensis,2891774,NA,Impatiens capensis Meerb.,Plantae
Impatiens pallida,2891767,NA,Impatiens pallida Nutt.,Plantae
Indigofera linnaei,2971499,NA,Indigofera linnaei Ali,Plantae
Indigofera spicata,2971635,NA,Indigofera spicata Forssk.,Plantae
Inga velutina,5357985,NA,Inga velutina Willd.,Plantae
Inula britannica var.chinensis,3065,NA,Asteraceae,Plantae
Iochroma australe,3802419,10214759,Iochroma australe Griseb.,Plantae
Ipomoea aquatica,2928525,NA,Ipomoea aquatica Forssk.,Plantae
Ixeris debilis,3115559,3115579,Ixeris debilis (Thunb.) A.Gray,Plantae
Ixeris stolonifera,3115540,NA,Ixeris stolonifera A.Gray,Plantae
Jasminum multiflorum,3172267,NA,Jasminum multiflorum (Burm.f.) Andrews,Plantae
Jatropha variegata,3072816,NA,Jatropha variegata Vahl,Plantae
Jovibarba heuffelii,2985706,2985707,Jovibarba heuffelii (Schott) Á.Löve & D.Löve,Plantae
Juglans sieboldiana,3054367,4205640,Juglans sieboldiana Maxim.,Plantae
Justicia ciliata,2393,NA,Acanthaceae,Plantae
Justicia hayatai,3778873,NA,Justicia hayatai Yamam.,Plantae
Justicia paniculata,8369345,NA,Justicia paniculata L. ex B.D.Jacks.,Plantae
Kadsura sp.,7335127,NA,Kadsura Kaempf. ex Juss.,Plantae
Kalanchoe ceratophylla,7334418,NA,Kalanchoe ceratophylla Haw.,Plantae
Kalanchoe laciniata,2985933,NA,Kalanchoe laciniata (L.) DC.,Plantae
Khaya ivorensis,3852012,NA,Khaya ivorensis A.Chev.,Plantae
Klattia partita,5296634,NA,Klattia partita Baker,Plantae
Knautia silvatica,4104070,7301053,Knautia silvatica (L.) A.Kern.,Plantae
Koanophyllon simillimum,4215635,NA,Koanophyllon simillimum (B.L.Rob.) R.M.King & H.Rob.,Plantae
Koelreuteria henryi,5577303,7870645,Koelreuteria henryi Dümmer,Plantae
Kopsia hainanensis,5536013,NA,Kopsia hainanensis Tsiang,Plantae
Lagochilus leiacanthus,5608293,NA,Lagochilus leiacanthus Fisch. & C.A.Mey.,Plantae
Lagochilus platycalyx,5608257,NA,Lagochilus platycalyx Schrenk ex Fisch. & C.A.Mey.,Plantae
Larix cajanderi,2686192,7230716,Larix cajanderi Mayr,Plantae
Larrea divaricata,6384921,NA,Larrea divaricata Cav.,Plantae
Larrea tridentata,7568403,NA,Larrea tridentata (DC.) Coult.,Plantae
Lasiosiphon kraussianus,5524499,7311584,Lasiosiphon kraussianus (Meisn.) Hutch. & Dalziel,Plantae
Lastrea thelypteris,6618,NA,Thelypteridaceae,Plantae
Lathyrus amphicarpos,5356486,NA,Lathyrus amphicarpos L.,Plantae
Lathyrus angulatus,5356429,NA,Lathyrus angulatus L.,Plantae
Lathyrus aphaca,5356649,NA,Lathyrus aphaca L.,Plantae
Lathyrus articulatus,5356409,NA,Lathyrus articulatus L.,Plantae
Lathyrus bauhinii,5356666,NA,Lathyrus bauhini P.A.Genty,Plantae
Lathyrus cicera,5356481,NA,Lathyrus cicera L.,Plantae
Lathyrus clymenum,5356407,NA,Lathyrus clymenum L.,Plantae
Lathyrus filiformis,5356627,NA,Lathyrus filiformis (Lam.) J.Gay,Plantae
Lathyrus gmelinii,5356703,NA,Lathyrus gmelinii (Fisch. ex Ser.) Fritsch,Plantae
Lathyrus grandiflorus,7571428,NA,Lathyrus grandiflorus Sm.,Plantae
Lathyrus heterophyllus,5356541,NA,Lathyrus heterophyllus L.,Plantae
Lathyrus hierosolymitanus,5356478,NA,Lathyrus hierosolymitanus Boiss.,Plantae
Lathyrus hirsutus,5356382,NA,Lathyrus hirsutus L.,Plantae
Lathyrus incurvus,5356392,NA,Lathyrus incurvus (Roth) Willd.,Plantae
Lathyrus niger,5356662,NA,Lathyrus niger (L.) Bernh.,Plantae
Lathyrus ochrus,5356441,NA,Lathyrus ochrus (L.) DC.,Plantae
Lathyrus palustris,5356412,NA,Lathyrus palustris L.,Plantae
Lathyrus setifolius,5356363,NA,Lathyrus setifolius L.,Plantae
Lathyrus sphaericus,5356680,NA,Lathyrus sphaericus Retz.,Plantae
Lathyrus transsilvanicus,8329194,5356553,Lathyrus transsilvanicus Fritsch.,Plantae
Lathyrus tremolsianus,5356570,NA,Lathyrus tremolsianus Pau,Plantae
Lathyrus tuberosus,5356522,NA,Lathyrus tuberosus L.,Plantae
Lathyrus venosus,5356511,NA,Lathyrus venosus Muhl. ex Willd.,Plantae
Lathyrus vernus,5356704,NA,Lathyrus vernus (L.) Bernh.,Plantae
Leandra lacunosa,3863833,10752499,Leandra lacunosa Cogn.,Plantae
Leea guineense,7416375,4160417,Leea guineense G.Don,Plantae
Leea guineensis,4160417,NA,Leea guineensis G.Don,Plantae
Lepidosperma costale,2731169,NA,Lepidosperma costale Nees,Plantae
Lepidosperma laterale,2731137,NA,Lepidosperma laterale R.Br.,Plantae
Lespedeza virgata,2955629,NA,Lespedeza virgata (Thunb.) DC.,Plantae
Leuzea centauroides,3142232,NA,Leuzea centauroides (L.) Holub,Plantae
Liatris gracilis,3104338,NA,Liatris gracilis Pursh,Plantae
Libocedrus plumosa,2683841,NA,Libocedrus plumosa (D.Don) Sarg.,Plantae
Ligularia lamarum,7913848,NA,Ligularia lamarum (Diels ex H.Limpr.) C.C.Chang,Plantae
Lilium brownii,2753253,NA,Lilium brownii F.E.Br. ex Miellez,Plantae
Lilium lancifolium,2753380,NA,Lilium lancifolium Thunb.,Plantae
Lilium longiflorum Thunb.,2753336,NA,Lilium longiflorum Thunb.,Plantae
Limonium axillare,4090344,NA,Limonium axillare (Forssk.) Kuntze,Plantae
Lippia mexicana,4085886,NA,Lippia mexicana G.L.Nesom,Plantae
Litsea pedunculata,7304615,NA,Litsea pedunculata (Diels) Yen C.Yang & P.H.Huang,Plantae
Litsea rubescens,7304561,NA,Litsea rubescens Lecomte,Plantae
Litsea salicifolia,4180775,NA,Litsea salicifolia (Nees) Hook.fil.,Plantae
Lotus dorycnium,5632022,NA,Lotus dorycnium L.,Plantae
Lotus herbaceus,7815140,NA,Lotus herbaceus (Vill.) Jauzein,Plantae
Lotus japonicus,5357027,NA,Lotus japonicus (Regel) K.Larsen,Plantae
Lotus polyphyllos,5357003,NA,Lotus polyphyllos E.D.Clarke,Plantae
Lotus tenuis,7515045,NA,Lotus tenuis Waldst. & Kit. ex Willd.,Plantae
Lupinus multiflorus,2964241,NA,Lupinus multiflorus Desr.,Plantae
Lupinus sericeus,2964333,NA,Lupinus sericeus Pursh,Plantae
Lupinus verbasciformis,2964310,NA,Lupinus verbasciformis Sandwith,Plantae
Lycopersicon esculentum,2928997,NA,Solanum L.,Plantae
Lysimachia capillipes,4005914,NA,Lysimachia capillipes Hemsl.,Plantae
Lysimachia heterogenea,7392473,NA,Lysimachia heterogenea Klatt,Plantae
Lysimachia japonica,3169390,NA,Lysimachia japonica Thunb.,Plantae
Macadamia,2891784,NA,Macadamia F.Muell.,Plantae
Mandevilla martiana,7316870,NA,Mandevilla martiana (Stadelm.) Woodson,Plantae
Mandevilla pavonii,3616796,NA,Mandevilla pavonii (A.DC.) Woodson,Plantae
Maytenus chuchuhuasha,3794274,9772192,Maytenus chuchuhuasha Raym.-Hamet & Colas,Plantae
Maytenus hookeri,7265620,8252264,Maytenus hookeri Loes.,Plantae
Meconopsis betonicifolia,3601145,3603883,Meconopsis betonicifolia Franch.,Plantae
Medicago arabica,2965527,NA,Medicago arabica (L.) Huds.,Plantae
Medicago blancheana,2965473,NA,Medicago × blancheana Boiss.,Plantae
Medicago cancellata,2965376,NA,Medicago cancellata M.Bieb.,Plantae
Medicago cretacea,2965500,NA,Medicago cretacea M.Bieb.,Plantae
Medicago falcata,2965354,NA,Medicago falcata L.,Plantae
Medicago glutinosa,11155779,NA,Medicago glutinosa Hayek,Plantae
Medicago hybrida,2965316,NA,Medicago hybrida (Pourr.) Trautv.,Plantae
Medicago intertexta,2965405,NA,Medicago intertexta (L.) Mill.,Plantae
Medicago laciniata,2965221,NA,Medicago laciniata (L.) Mill.,Plantae
Medicago monantha,2965226,NA,Medicago monantha (C.A.Mey.) Trautv.,Plantae
Medicago monspeliaca,2965434,NA,Medicago monspeliaca (L.) Trautv.,Plantae
Medicago murex,2965209,NA,Medicago murex Willd.,Plantae
Medicago nigra,10711810,NA,"Medicago nigra (L.) Willd., 1802",Plantae
Medicago orbicularis,2965299,NA,Medicago orbicularis (L.) Bartal.,Plantae
Medicago orthoceras,2965471,NA,Medicago orthoceras (Kar. & Kir.) Trautv.,Plantae
Medicago polyceratia,2965450,NA,Medicago polyceratia (L.) Sauvages ex Trautv.,Plantae
Medicago radiata,2965388,NA,Medicago radiata L.,Plantae
Medicago rotata,2965314,NA,Medicago rotata Boiss.,Plantae
Medicago turbinata,2965461,NA,Medicago turbinata (L.) All.,Plantae
Melicope sarcococca,3831542,3833351,Melicope sarcococca Lauterb.,Plantae
Melilotus altus,4924408,NA,Melilotus Mill.,Plantae
Melilotus indicus,2971016,NA,Melilotus indicus (L.) All.,Plantae
Melilotus italicus,2971064,NA,Melilotus italicus (L.) Lam.,Plantae
Melilotus wolgicus,2971068,NA,Melilotus wolgicus Poir.,Plantae
Meriandra dianthera,3893855,8457739,Meriandra dianthera (Roth) Briq.,Plantae
Mesembryanthemum expansum,8367102,NA,Mesembryanthemum expansum L.,Plantae
Mesomelaena preissii,5291383,NA,Mesomelaena preissii Nees,Plantae
Mesomelaena stygia,5291378,NA,Mesomelaena stygia (R.Br.) Nees,Plantae
Miconia lacunosa,10752499,NA,Miconia lacunosa (Cogn.) R.Goldenb.,Plantae
Micromelum tephrocarpum,3837488,3837694,Micromelum tephrocarpum Turcz.,Plantae
Microtea debilis,6412855,NA,Microtea debilis Sw.,Plantae
Mikania hoehnei,5398628,NA,Mikania hoehnei B.L.Rob.,Plantae
Mimosa acacioides,2952809,2952808,Mimosa acacioides Benth.,Plantae
Minthostachys tomentosa,3884495,7306779,Minthostachys tomentosa (Benth.) Epling,Plantae
Mirabilis viscosa,3700642,NA,Mirabilis viscosa Cav.,Plantae
Mollugo pentaphylla,3084608,9381433,Mollugo pentaphylla L.,Plantae
Monosis travancorica,7998173,NA,Monosis travancorica (Hook.fil.) H.Rob. & Skvarla,Plantae
Morinda morindoides,5339914,NA,Morinda morindoides (Baker) Milne-Redh.,Plantae
Moringa sp.,3054180,NA,Moringa Adans.,Plantae
Morus rubra,5361886,NA,Morus rubra L.,Plantae
Musa,2760990,NA,Musa L.,Plantae
Mussaenda parviflora,2892619,NA,Mussaenda parviflora Miq.,Plantae
Nama hispidum,7155048,NA,Nama hispida A.Gray,Plantae
Narcissus obesus,2858709,NA,Narcissus obesus Salisb.,Plantae
Nasturtium officinale,7701037,NA,Nasturtium officinale R.Br.,Plantae
Nectandra hihua,5371733,NA,Nectandra hihua (Ruiz & Pav.) Rohwer,Plantae
Nepenthes gracilis,3702049,NA,Nepenthes gracilis Korth.,Plantae
Nepeta multifida,7491011,NA,Nepeta multifida L.,Plantae
Nephelium lappaceum,5421126,NA,Nephelium lappaceum L.,Plantae
Neurolaena venturana,3096767,NA,Neurolaena venturana B.L.Turner,Plantae
Nicotiana debneyi,7299698,3800011,Nicotiana debneyi Domin,Plantae
Nigella arvensis,7278276,NA,Nigella arvensis L.,Plantae
Nivenia fruticosa,5296578,NA,Nivenia fruticosa (L.f.) Baker,Plantae
Notholaena standleyi,2651608,NA,Notholaena standleyi (Kümmerle) Maxon,Plantae
Notobasis syriaca,3122323,NA,Notobasis syriaca (L.) Cass.,Plantae
Nymphoides cordata,5341505,NA,Nymphoides cordata (Elliott) Fernald,Plantae
Nymphoides crenata,5592348,NA,Nymphoides crenata (F.Muell.) Kuntze,Plantae
Nymphoides cristata,5592341,5592249,Nymphoides cristata (Roxb.) Kuntze,Plantae
Nymphoides fallax,5592239,NA,Nymphoides fallax Ornduff,Plantae
Nymphoides geminata,5592338,NA,Nymphoides geminata (R.Br.) Kuntze,Plantae
Nymphoides grayana,7416682,NA,Nymphoides grayanum (Griseb.) Kuntze,Plantae
Nymphoides grayanum,7416682,NA,Nymphoides grayanum (Griseb.) Kuntze,Plantae
Nymphoides indica,5341503,NA,Nymphoides indica (L.) Kuntze,Plantae
Ochna beddomei,3695317,3696518,Ochna beddomei Gamble,Plantae
Ochna gamblei,3696518,NA,Ochna gamblei King ex Brandis,Plantae
Ocimum pilosum,3896604,3898584,Ocimum × pilosum Willd.,Plantae
Ocotea pulchella,7304134,7304710,Ocotea pulchella Mart.,Plantae
Onobrychis michauxii,2972862,NA,Onobrychis michauxii DC.,Plantae
Onobrychis vassiltschenkoi,2972664,2972659,Onobrychis vassiltschenkoi Grossh.,Plantae
Onobrychis viciifolia,2972595,NA,Onobrychis viciifolia Scop.,Plantae
Ononis arvensis,2977171,NA,Ononis arvensis L.,Plantae
Ononis leiosperma,2977154,2977151,Ononis leiosperma Boiss.,Plantae
Ophioglossum petiolatum,2650129,NA,Ophioglossum petiolatum Hook.,Plantae
Ophiopogon chekiangensis,2774162,2774158,Ophiopogon chekiangensis Koiti Kimura & Migo,Plantae
Ornduffia reniformis,8162309,NA,Ornduffia reniformis (R.Br.) Tippery & Les,Plantae
Orostachys japonica,7334756,NA,Orostachys japonica (Maxim.) A.Berger,Plantae
Osbeckia chinensis,3866460,NA,Osbeckia chinensis L.,Plantae
Oxytropis,2982894,NA,Oxytropis DC.,Plantae
Oxytropis falcata,5360815,NA,Oxytropis falcata Bunge,Plantae
Oxytropis oxyphylla,8233969,NA,Oxytropis oxyphylla (Pall.) DC.,Plantae
Oxytropis sylvatica,5360820,NA,Oxytropis sylvatica (Pall.) DC.,Plantae
Oxytropis trichophysa,5361259,NA,Oxytropis trichophysa Bunge,Plantae
Oxytropis turczaninovii,5361467,NA,Oxytropis turczaninovii Jurtzev,Plantae
Paeonia albiflora,3614343,3083486,Paeonia albiflora Pall.,Plantae
Paeonia sp.,3083483,NA,Paeonia L.,Plantae
Panax ginseng C.A.Meyer.,5372262,NA,Panax ginseng C.A.Mey.,Plantae
Panax papyrifer,5371984,3035275,Panax papyrifer (Hook.) F.Muell.,Plantae
Papaver hybridum,2888446,9587676,Papaver hybridum L.,Plantae
Paracalyx scariosus,2947098,NA,Paracalyx scariosus (Roxb.) Ali,Plantae
Paronychia kapela,7314246,NA,Paronychia kapela (Hacq.) A.Kern.,Plantae
Patersonia fragilis,2747036,NA,Patersonia fragilis (Labill.) Asch. & Graebn.,Plantae
Patersonia occidentalis,2746968,NA,Patersonia occidentalis R.Br.,Plantae
Peganum harmala,3189912,NA,Peganum harmala L.,Plantae
Pellia endiviaefolia,4277678,9557964,Pellia endiviaefolia (Dicks.) Dumort.,Plantae
Peltiphyllum peltatum,3032612,3032611,Peltiphyllum peltatum (Torr. ex Benth.) Engl.,Plantae
Persicaria glabra,6391450,NA,Persicaria glabra (Willd.) M.Gómez,Plantae
Persicaria orientalis,2889229,NA,Persicaria orientalis (L.) Spach,Plantae
Persicaria pensylvanica,2889198,NA,Persicaria pensylvanica (L.) M.Gómez,Plantae
Petrorhagia dubia,3085625,NA,Petrorhagia dubia (Raf.) G.López & Romo,Plantae
