Foundation URI,Linearization URI,Code,BlockId,Title,ClassKind,DepthInKind,IsResidual,ChapterNo,BrowserLink,isLeaf,Primary tabulation,Grouping1,Grouping2,Grouping3,Grouping4,Grouping5,CodingNote,Parent,Version:2026 Jan 17 - 05:30 UTC
http://id.who.int/icd/entity/794195577,http://id.who.int/icd/release/11/mms/794195577,,BlockL1-6C2,- Disorders of bodily distress or bodily experience,block,1.0,False,6.0,,False,,,,,,,,http://id.who.int/icd/entity/334423054,
http://id.who.int/icd/entity/767044268,http://id.who.int/icd/release/11/mms/767044268,6C20,,- - Bodily distress disorder,category,1.0,False,6.0,,False,True,BlockL1-6C2,,,,,,http://id.who.int/icd/entity/794195577,
http://id.who.int/icd/entity/256572629,http://id.who.int/icd/release/11/mms/256572629,6C21,,- - Body integrity dysphoria,category,1.0,False,6.0,,True,True,BlockL1-6C2,,,,,,http://id.who.int/icd/entity/794195577,
,http://id.who.int/icd/release/11/mms/794195577/other,6C2Y,,- - Other specified disorders of bodily distress or bodily experience,category,1.0,True,6.0,,True,True,BlockL1-6C2,,,,,,http://id.who.int/icd/entity/794195577,
,http://id.who.int/icd/release/11/mms/794195577/unspecified,6C2Z,,"- - Disorders of bodily distress or bodily experience, unspecified",category,1.0,True,6.0,,True,True,BlockL1-6C2,,,,,,http://id.who.int/icd/entity/794195577,
http://id.who.int/icd/entity/1602669465,http://id.who.int/icd/release/11/mms/1602669465,,BlockL1-6C4,- Disorders due to substance use or addictive behaviours,block,1.0,False,6.0,,False,,,,,,,,http://id.who.int/icd/entity/334423054,
http://id.who.int/icd/entity/590211325,http://id.who.int/icd/release/11/mms/590211325,,BlockL2-6C4,- - Disorders due to substance use,block,2.0,False,6.0,,False,,BlockL1-6C4,,,,,,http://id.who.int/icd/entity/1602669465,
http://id.who.int/icd/entity/1676588433,http://id.who.int/icd/release/11/mms/1676588433,6C40,,- - - Disorders due to use of alcohol,category,1.0,False,6.0,,False,True,BlockL1-6C4,BlockL2-6C4,,,,,http://id.who.int/icd/entity/590211325,
http://id.who.int/icd/entity/1913137404,http://id.who.int/icd/release/11/mms/1913137404,6C41,,- - - Disorders due to use of cannabis,category,1.0,False,6.0,,False,True,BlockL1-6C4,BlockL2-6C4,,,,,http://id.who.int/icd/entity/590211325,
http://id.who.int/icd/entity/804833492,http://id.who.int/icd/release/11/mms/804833492,6C42,,- - - Disorders due to use of synthetic cannabinoids,category,1.0,False,6.0,,False,True,BlockL1-6C4,BlockL2-6C4,,,,,http://id.who.int/icd/entity/590211325,
http://id.who.int/icd/entity/111507461,http://id.who.int/icd/release/11/mms/111507461,6C43,,- - - Disorders due to use of opioids,category,1.0,False,6.0,,False,True,BlockL1-6C4,BlockL2-6C4,,,,,http://id.who.int/icd/entity/590211325,
http://id.who.int/icd/entity/390325614,http://id.who.int/icd/release/11/mms/390325614,6C44,,"- - - Disorders due to use of sedatives, hypnotics or anxiolytics",category,1.0,False,6.0,,False,True,BlockL1-6C4,BlockL2-6C4,,,,,http://id.who.int/icd/entity/590211325,
http://id.who.int/icd/entity/1689089786,http://id.who.int/icd/release/11/mms/1689089786,6C45,,- - - Disorders due to use of cocaine,category,1.0,False,6.0,,False,True,BlockL1-6C4,BlockL2-6C4,,,,,http://id.who.int/icd/entity/590211325,
http://id.who.int/icd/entity/1016273204,http://id.who.int/icd/release/11/mms/1016273204,6C46,,"- - - Disorders due to use of stimulants including amphetamines, methamphetamine or methcathinone",category,1.0,False,6.0,,False,True,BlockL1-6C4,BlockL2-6C4,,,,,http://id.who.int/icd/entity/590211325,
http://id.who.int/icd/entity/1605818663,http://id.who.int/icd/release/11/mms/1605818663,6C47,,- - - Disorders due to use of synthetic cathinones,category,1.0,False,6.0,,False,True,BlockL1-6C4,BlockL2-6C4,,,,,http://id.who.int/icd/entity/590211325,
http://id.who.int/icd/entity/31898480,http://id.who.int/icd/release/11/mms/31898480,6C48,,- - - Disorders due to use of caffeine,category,1.0,False,6.0,,False,True,BlockL1-6C4,BlockL2-6C4,,,,,http://id.who.int/icd/entity/590211325,
http://id.who.int/icd/entity/1967909777,http://id.who.int/icd/release/11/mms/1967909777,6C49,,- - - Disorders due to use of hallucinogens,category,1.0,False,6.0,,False,True,BlockL1-6C4,BlockL2-6C4,,,,,http://id.who.int/icd/entity/590211325,
http://id.who.int/icd/entity/268445189,http://id.who.int/icd/release/11/mms/268445189,6C4A,,- - - Disorders due to use of nicotine,category,1.0,False,6.0,,False,True,BlockL1-6C4,BlockL2-6C4,,,,,http://id.who.int/icd/entity/590211325,
http://id.who.int/icd/entity/1835610951,http://id.who.int/icd/release/11/mms/1835610951,6C4B,,- - - Disorders due to use of volatile inhalants,category,1.0,False,6.0,,False,True,BlockL1-6C4,BlockL2-6C4,,,,,http://id.who.int/icd/entity/590211325,
http://id.who.int/icd/entity/1218193465,http://id.who.int/icd/release/11/mms/1218193465,6C4C,,"- - - Disorders due to use of methylene-dioxymethamphetamine [MDMA] or related drugs, including methylene-dioxyamphetamine [MDA]",category,1.0,False,6.0,,False,True,BlockL1-6C4,BlockL2-6C4,,,,,http://id.who.int/icd/entity/590211325,
http://id.who.int/icd/entity/470484338,http://id.who.int/icd/release/11/mms/470484338,6C4D,,- - - Disorders due to use of dissociative drugs including ketamine or phencyclidine (PCP),category,1.0,False,6.0,,False,True,BlockL1-6C4,BlockL2-6C4,,,,,http://id.who.int/icd/entity/590211325,
http://id.who.int/icd/entity/136511187,http://id.who.int/icd/release/11/mms/136511187,6C4E,,"- - - Disorders due to use of other specified psychoactive substances, including medications",category,1.0,False,6.0,,False,True,BlockL1-6C4,BlockL2-6C4,,,,,http://id.who.int/icd/entity/590211325,
http://id.who.int/icd/entity/601226803,http://id.who.int/icd/release/11/mms/601226803,6C4F,,"- - - Disorders due to use of multiple specified psychoactive substances, including medications",category,1.0,False,6.0,,False,True,BlockL1-6C4,BlockL2-6C4,,,,,http://id.who.int/icd/entity/590211325,
http://id.who.int/icd/entity/1414319298,http://id.who.int/icd/release/11/mms/1414319298,6C4G,,- - - Disorders due to use of unknown or unspecified psychoactive substances,category,1.0,False,6.0,,False,True,BlockL1-6C4,BlockL2-6C4,,,,,http://id.who.int/icd/entity/590211325,
